Item,SKU,UPC,Unit Cost,Case Size
S/S SOUP LADLE HEADER CARD,KT35624,0886466356239,0.0833,24
S/S SKIMMER HEADER CARD,KT35626,0886466356253,2.0,1
S/S PASTA SERVER HEADER CARD,KT35627,0886466356260,0.0833,24
KT35757,KT35757,0886466357564,2.0,1
KT35758,KT35758,0886466357571,0.0833,24
KT35760,KT35760,0886466357595,0.0833,24
KT00632,KT00632,0886466006318,5.0,1
KT00634,KT00634,0886466006325,3.0,1
KT00635,KT00635,0886466006349,0.1667,24
ZINC VEG. PEELER HEADER CARD,KT44475,0886466006301,3.0,1
KT44476,KT44476,0886466444752,3.0,1
KT44477,KT44477,0886466444776,0.125,24
KT44472,KT44472,0886466444714,6.0,1
KT44473,KT44473,0886466444721,5.0,1
ZINC VEG. PEELER HORIZONTAL NOVA NOVA,KT44474,0886466444745,0.125,24
ZINC CAN OPENER HEADER CARD,KT34244,0886466342430,5.0,1
ZINC GARLIC PRESS,KT34245,0886466347442,5.0,1
ZINC VEG PEELER HORIONTAL HEADER CARD,KT34246,0886466342454,0.0833,24
KT34248,KT34248,0886466342478,2.0,1
KT34249,KT34249,0886466342485,0.0833,24
ZINC VEG PEELER VERTICAL MATTE BLACK HEADER CARD,KT34250,0996166317499,0.0833,24
ZINC CAN OPENER HEADER CARD,KT35767,0886466357663,6.0,1
KT35768,KT35768,0886466357670,6.0,1
KT35769,KT35769,0886466357687,0.25,24
KT35771,KT35771,0886466357700,5.0,1
KT35772,KT35772,0886466357717,4.0,1
KT35773,KT35773,0886466357724,0.125,24
KT35775,KT35775,0886466357748,0.5,24
3PCS FUNNEL SET HEADER CARD,KT37834,0886466378354,1.5,1
SPOON REST HANG TAG,SR30783,0886466378347,2.0,1
MEAT TENDERIZER HEADER CARD,KT10478,0886466472748,3.0,1
CH37335,CH37335,0886466373359,0.25,12
KT37969,KT37969,0886466398192,10.0,1
KT41153,KT41153,0886466379696,4.0,1
3PC BBQ UTENSIL SET HEADER CARD,KT37968,0886466379689,0.6667,12
KT44292,KT44292,0886466354969,3.0,1
LIME SQUEEZER WRAP LABEL,KT10529,0886466442925,3.0,1
LEMON SQUEEZER HEADER CARD,KT10530,0857198105303,0.1667,24
KT45766,KT45766,0857198104221,2.0,1
2PK KITCHEN SHEARS F i n is h : SS/PLASTIC BLISTER/PDQ S i ze : pk: 48 Cu ft: $2.50,KT44741,0886466457660,2.5,1
HEAVY DUTY KITCHEN SCISSORS P k g : H A N GABLE HE A D E R CARD Fi n is h: SILVER Pk g : H E A DER CA RD C s p k : 2 4 C u ft : S i ze : C s p k : 4 8 C u ft: $3.00,KT35497,0886466354976,3.0,1
10PK PLASTIC CLIPS Pkg: HEADER CARD,BC37291,0886466361394,0.0833,24
BC37290,BC37290,0886466372918,2.0,1
KT10373,KT10373,0886466372901,0.1667,24
KT39844,KT39844,0886466398543,2.5,1
JUICER w/MEASURING CUP COLOR LABEL Pkg: HANGABLE COLOR,KT41420,0886466414205,0.2083,24
S/S POTATO MASHER,KT45232,0886466452290,4.0,1
APPLE SLICER & CORER HEADER CARD,KT10426,0857198104269,0.125,24
MC44417,MC44417,0886466007025,4.0,1
32OZ MEASURING CUP SET,MC41151,0886466444172,0.0833,24
MC01907,MC01907,0886466411518,0.0521,24
GB39935,GB39935,0886466399366,4.0,1
KT36298,KT36298,0886466399359,4.0,1
100 PK AIR FRYER LINERS ROUND LINERS SQUARE BULK,KT36297,0886466362971,0.1667,24
KT10676,KT10676,0886466007001,5.0,1
ONDO 4.5LT SALAD SPINNER SHRINK WRAP W/ COLOR LABEL,KT39841,0886466398413,1.6667,6
KT39948,KT39948,0886466375360,5.0,1
MC10330,MC10330,0886466399489,6.0,1
MS10335,MS10335,0857198103309,0.5417,12
S/S MIXING BOWL SET W/LIDS,MB44414,0886466398208,4.0,1
MB44415,MB44415,0886466444141,0.2083,24
2PC COLLAPSIBLE COLANDERS ASST HANG TAG,DC47847,0886466478474,0.2083,24
ROTARY CHEESE GRATER KT37539-2 3PC BURGER PATTY PRESS GIFT BOX,CG37293,0886466375391,0.125,24
CG10361,CG10361,0857198103590,4.0,1
CG10362,CG10362,0857198103613,4.0,1
CG10894,CG10894,0857198103620,0.1667,24
CG45567,CG45567,0857198103828,4.0,1
CG45568,CG45568,0886466455673,4.0,1
CG37854,CG37854,0886466378545,0.1667,24
CG35492,CG35492,0886466342560,4.0,1
CG10343,CG10343,0857198103439,0.1667,24
KT10364,KT10364,0857198106799,0.0625,24
KT10673,KT10673,0857198103644,0.0833,24
BOTTLE OPENER IN PDQ Pkg: PDQ DISPLAY,KT10678,0886466304278,0.0833,24
Cs pk: 24 PDQ DISPLAY,KT10674,0857198106782,0.0833,24
KT10682,KT10682,0857198106744,0.0833,24
KT44236,KT44236,0886466304254,2.0,1
EGG SLICER IN PDQ IN PDQ ASST PDQ DISPLAY,KT44240,0886466442369,0.0833,24
KT37525,KT37525,0886466375254,0.0833,24
CHEESE GRATER,KT30426,0857198106751,2.0,1
KT10672,KT10672,0857198106720,0.0833,24
KNIFE SET 7 PC W/BLOCK-BLACK COLOR GIFT BOX,KS44843,0886466448422,10.0,1
KNIFE SET 13 PC W/BLOCK COLOR GIFT BOX,KS44845,0886466448439,1.0,12
KS10095,KS10095,0857198100100,6.0,1
KS44839,KS44839,0857198100957,0.3333,12
CLEAVER BLISTER PACK,KS44545,0886466448392,0.25,24
CUTTING BOARD F i ni s h : P LASTIC/ASST SHIRNK WRAP W/ LABEL Pkg: C O L O R S Size: 10” x 15” Cs pk: 24 Cu ft: 0.57 $5.00,CB01278,0886466012777,0.2083,24
CUTTING BOARD F i ni s h : P LASTIC/ASST SHIRNK WRAP W/ LABEL Pkg: SHIRNK WRAP W/ LABEL C O L O R S pk: 24 Cu ft: 0.82 Size: 12” x 18” Cs pk: 12 Cu ft: 0.65 $7.50,CB01279,0886466012784,0.625,12
CB44822,CB44822,0886466448217,5.0,1
CB44823,CB44823,0886466448224,0.625,12
GB39924,GB39924,0886466399236,6.0,1
GB39925,GB39925,0886466399243,8.0,1
GB39926,GB39926,0886466399250,1.6667,6
GB39928,GB39928,0886466399274,4.0,1
GB39929,GB39929,0886466399281,5.0,1
GB39933,GB39933,0886466399298,0.8333,6
GB39931,GB39931,0886466399304,8.0,1
GB39932,GB39932,0886466399311,12.0,1
GB39934,GB39934,0886466399342,0.8333,6
96PC BAKEWARE DISPLAY DISPLAY,BW00420,0857198004293,0.0312,96
14” ENAMEL ROASTER,EC37442,0886466374417,25.0,1
16” ENAMEL ROASTER SHRINK WRAP W/ COLOR LABEL,EC37443,0886466374424,15.0,2
ROUND BAKING PAN,BW44002,0886466440013,0.1042,24
BW44003,BW44003,0886466345349,3.0,1
SQUARE PAN,BW44004,0886466440037,0.1042,24
FLUTED CAKE PAN NON-STICK,BW00408,0886466440136,0.2083,24
NONSTICK ROASTER PAN W/RACK SHRINK WRAP W/ COLOR LABEL,BW51304,0886466513045,5.0,4
12 CUP MUFFIN PAN COLOR LABEL,BW44007,0886466440068,6.0,1
6 DONUT PAN,BW37020,0886466440075,0.5417,12
12” x 18” COOKIE SHEET,BW37262,0886466440051,0.2083,24
15” x 21” COOKIE SHEET COLOR LABEL,BW37263,0886466372628,0.75,8
PIZZA PAN,BW44008,0886466440082,0.125,24
TEA KETTLE WINDOW BOX,TK44081,0886466440822,8.0,1
2.5L TEA KETTLE WINDOW BOX,TK37058,0886466440815,10.0,1
TK30342,TK30342,0886466303424,0.6667,12
TK37923,TK37923,0886466379221,10.0,1
TK37924,TK37924,0886466383242,1.0,12
ESPRESSO MAKER,EM00328,0857198003272,8.0,1
ESPRESSO MAKER Color gift box,EM00329,0857198003289,10.0,1
ESPRESSO MAKER COLOR GIFT BOX,EM00209,0857198002091,1.0,12
ESPRESSO MAKER,EM00249,0886466002488,8.0,1
ESPRESSO MAKER COLOR GIFT BOX,EM00250,0886466002495,9.0,1
S/S COFFEE/MILK WARMER COLOR GIFT BOX,KT37284,0886466002501,0.1667,24
12OZ MUGS IN PDQ QUOTES COFFEE PDQ (12),MS47344,0886466473424,0.0833,24
13oz MUGS JAVA SCRIPT PDQ (12),MS37679,0886466473448,2.0,1
MS37676,MS37676,0886466376763,0.1042,24
17OZ MUGS ENDEARMENT IN PDQ PDQ (12),MS37675,0886466376718,2.5,1
MS37672,MS37672,0886466376756,2.5,1
MS38095,MS38095,0886466380951,0.0833,36
MS38096,MS38096,0886466376770,3.0,1
MS37439,MS37439,0886466380968,0.1042,24
14OZ CERAMIC MUG MARBLE ASST PDQ (12),MS37258,0886466372574,3.0,1
MS37259,MS37259,0886466372598,0.125,24
20OZ MUG STRIPED ASST,MS37445,0886466374448,0.125,24
GC44711,GC44711,0886466399229,1.5,1
6PC GLASS MUG SET BULK,GC39920,0886466447111,12.0,1
6PC GLASS MUG SET WINDOW BOX,GM37321,0886466373212,1.3333,6
CM01587,CM01587,0886466015877,0.0833,24
CD01931,CD01931,0886466019325,2.5,1
CD01930,CD01930,0886466019318,1.5,1
CM01586,CM01586,0886466019301,0.0833,24
CD38260,CD38260,0886466382580,1.5,1
CD38262,CD38262,0886466382641,0.0833,24
CD38259,CD38259,0886466382658,2.5,1
CD38261,CD38261,0886466382597,1.5,1
CD38263,CD38263,0886466382610,0.0833,24
4K PREMIUM PLASTIC TUMBLERS,PD35483,0886466354839,0.1667,12
4PK PREMIUM PLASTIC BOWL SET,PD35484,0886466354846,0.25,12
4PK PREMIUM PLASTIC SALAD PLATE,PD35485,0886466354853,0.2083,12
4PK PREMIUM PLASTIC DINNER PLATE,PD35486,0886466354860,0.3333,12
PD37827,PD37827,0886466378262,2.5,1
PD37828,PD37828,0886466378279,0.3333,12
16PC FLATWARE SET,FS44061,0886466440617,0.1667,24
FS35369,FS35369,0886466372727,0.2083,24
FS45239,FS45239,0886466452375,8.0,1
20PC FLATWARE COLOR GIFT BOX,FS37431,0886466452399,8.0,1
FS37432,FS37432,0886466374318,0.6667,12
FS36053,FS36053,0886466452382,3.0,1
6PC DINNER SPOON SET CARNEGIE WINDOW GIFT BOX,FS36054,0886466360533,0.125,24
4PK S/S DINNER HEADER CARD,KT47539,0886466449467,2.0,1
KT44950,KT44950,0886466475398,0.0833,24
FS36067,FS36067,0886466360663,0.0833,24
KT45861,KT45861,0886466458643,0.0833,24
KT45862,KT45862,0886466458612,0.0556,36
VF36333,VF36333,0886466363336,0.25,12
VF36331,VF36331,0886466473271,3.0,1
VF36332,VF36332,0886466363312,0.3333,12
12 OZ POSITIVE QUOTE MUG WITH LID W/HANDLE ASST COLOR LABEL,VF36329,0886466375223,0.4167,12
VF41640,VF41640,0886466363343,2.5,1
2.2LT WATER BOTTLE W/HANDLE OLYMPUS,VF36140,0886466361400,0.4167,12
S/S TRAVEL MUG COLOR LABEL,VF34329,0886466363305,4.0,1
VF47325,VF47325,0886466343291,0.1667,24
TRAVEL MUG W/ RUBBER GRIP HAMMERED PDQ,VF00596,0886466005960,0.4167,12
VF00608,VF00608,0857198001780,4.0,1
VF37993,VF37993,0886466006080,0.4167,12
VF37994,VF37994,0886466371249,4.0,1
VF39821,VF39821,0886466379948,0.5,12
FH01141,FH01141,0886466011404,4.0,1
FH01142,FH01142,0886466011411,0.3333,12
FH01144,FH01144,0886466011428,0.3333,12
HB 10-PC VELVET HANGER,FH01148,0886466011459,0.3333,12
FH01697,FH01697,0886466011480,4.0,1
FH01741,FH01741,0886466016973,0.3333,12
FH45026,FH45026,0886466450074,4.0,1
FH01143,FH01143,0886466450265,4.0,1
FH01147,FH01147,0886466011435,0.3333,12
10-PC VELVET HANGER,FH45262,0886466452610,4.0,1
5-PC VELVET HANGER,FH01454,0886466452627,5.0,1
FH01079,FH01079,0857198010799,0.125,24
25-PC VELVET HANGER Pkg:,FH45017,0886466014108,1.0,8
PH39774,PH39774,0886466397744,0.15,20
PH38373,PH38373,0886466383723,5.0,1
PH39771,PH39771,0886466383730,2.0,1
PH39772,PH39772,0886466397713,0.0667,30
PH39776,PH39776,0886466397751,0.3333,24
PH01281,PH01281,0886466012807,4.0,1
PH01282,PH01282,0886466012814,0.3333,12
WH00640,WH00640,0886466451552,5.0,1
WH00641,WH00641,0857198006402,5.0,1
5 PK WOOD HANGER NON-SLIP COLOR WRAP LABEL,WH00441,0857198004408,6.0,1
5 PK WOOD HANGER NON-SLIP WRAP LABEL,WH00442,0857198004415,0.5,12
CH00800,CH00800,0886466011497,5.0,1
HB 10PK CHROME HANGERS COLOR LABEL,CH00801,0886466008008,0.2,20
HB 3PC CRYSTAL HANGER,PH01311,0886466013101,3.0,1
PH01312,PH01312,0886466013118,0.125,24
10 PACK NON SLIP HANGER GREY,PH45112,0886466451118,5.0,1
PH34290,PH34290,0886466451125,0.4167,12
PH54061,PH54061,0886466540607,4.0,1
PH54062,PH54062,0886466540614,0.3333,12
PH54064,PH54064,0886466540638,4.0,1
PH54065,PH54065,0886466540645,0.3333,12
PH54067,PH54067,0886466540669,5.0,1
PH54068,PH54068,0886466540676,0.4167,12
12 PAIR SHOE RACK,SR00754,0857198107437,6.0,1
