Item,SKU,UPC,Unit Cost,Case Size
Colgate/Toothpaste/Total Whitening + Charcoal 2pk/12/5.1/oz,27854-00200,827854002000001812,4.4183,12
Colgate/Max Fresh/Advanced Whitening/24/6.3/oz,35000-99612,035000996121,2.0829,24
Colgate/Toothpaste/Optic White Clean Mint Paste 2pk/12/6/oz,27854-00897,827854008972,5.2392,12
Colgate/Toothpaste/Optic White Clean Mint Paste W-Baking Soda/24/4.2/oz,35000-99641,035000996411,2.3142,24
Colgate/Max Fresh/Clean Mint/24/6.3/oz,35000-99671,035000996718,2.0829,24
Colgate/Toothpaste/Optic White Renewal High Impact White/24/3/oz,27854-01200,827854012009,2.49,24
Colgate/Toothpaste/Optic White Renewal High Impact White 2pk/12/3/oz,27854-01226,827854012269,4.49,12
Colgate/Toothpaste/Optic White Advanced Sparkling White/24/2.5/oz,27854-02925,827854029250,1.49,24
Crest/Toothpaste/3D White Advanced Artic Fresh 3pk/4/3.3/oz,30772-10335,030772103357,6.8275,4
Colgate/Optic White/Charcoal Cool Mint/24/4.2/oz,35000-97872,035000978721,2.49,24
Brita/Pitcher Display/10 Cup Wave 20 Each White & Transparent Teal 2 filters/40/1/ct,60258-36362,060258360264361421,15.769,40
"Brita/Mixed Display/36pcs Wave White Pitcher + 2 Filters,  30pcs Filters 10ct/66/1/ct",60258-36495,060258360264426090,19.0909,66
Ocedar/Spin Mop Refill/Easywring/4/1/ct,41785-96607,041785998168,8.93,4
Brita/Display Pitcher + 2 Filters/Denali 20 White 20 Blue/40/1/ct,60258-50858,060258507874508505,9.98,40
Brita/Pitcher/Elite Denali Smart Light Alert 6 cup + 1 Long Lasting Filter Red/2/1/ct,60258-50915,060258509151,10.5,2
Reynolds/Aluminum Foil/Heavy Duty/24/37.5/sf,10900-00024,01092436,3.4717,24
Reynolds/Aluminum Foil/2pk/24/250/sf,10900-06054,01091437,11.7821,24
Glad/Cling Wrap//12/200/sf,12587-00020,012587000205,3.0692,12
Reynolds/Aluminum Foil//24/50/sf,10900-61043,010900000437,3.135,24
Reynolds/Aluminum Foil/Heavy Duty/20/75/sf,10900-08028,010900000284,5.891,20
Glad/Cling Wrap//16/100/sf,12587-60684,012587000106,1.8056,16
Reynolds/Aluminum Foil//12/200/sf,10900-20054,010900200547,10.2992,12
Reynolds/Aluminum Foil//24/25/sf,10900-61040,010900000406,1.8408,24
"Febreze/Candle/4 Wick Ocean Hinoki, Ginger & Water Lily/1/11/oz",30772-13759,030772137598,3.99,1
Febreze/Candle/4 Wick Romance & Desire Pink Rose Petals & Champagne Spritz/1/11/oz,30772-13758,030772137581,3.99,1
Febreze/Candle/4 Wick Sweet Watermelon Vine/1/11/oz,30772-13848,030772138489,3.99,1
White Swan/Scented Candle/Honey Blossom/6/10/oz,14367-35242,714367352435,3.25,6
White Swan/Scented Candle/Cozy Cabin Night /6/10/oz,14367-35200,714367352015,3.25,6
White Swan/Scented Candle/Minty Lemon/6/10/oz,14367-35119,714367351209,3.25,6
Air Wick/Candle/Essential Oils Infusion Pink Sweet Pea/6/3.7/oz,11417-78056,5011417564905,1.735,6
White Swan/Scented Candle/Alaskan Pine/6/10/oz,14367-35185,714367351865,3.25,6
Febreze/Candles/Gain Original 2pk/4/6.2/oz,37000-51909,037000519096,4.5225,4
Febreze/Candles/Linen & Sky Scent 2pk/4/6.2/oz,37000-77445,037000774457,4.5225,4
Air Wick/Candle/Essential Oils Infusion Cotton & Linen/6/3.7/oz,11417-79160,5011417570722,1.735,6
White Swan/Scented Candle/Apple Cinnamon/6/10/oz,14367-35111,714367351124,3.25,6
White Swan/Scented Candle/Countryside Blooms/6/10/oz,14367-35359,714367353609,3.25,6
White Swan/Scented Candle/Strawberry Garden/6/10/oz,14367-35155,714367351568,3.25,6
"Febreze/Candle/4 Wick Ember Mandarin, Amber & Lava/1/11/oz",30772-13762,030772137628,3.99,1
White Swan/Scented Candle/Lovely Passion Fruit/6/10/oz,14367-35147,714367351483,3.25,6
White Swan/Scented Candle/Cucumber & Green Tea/6/10/oz,14367-35376,714367353777,3.25,6
White Swan/Scented Candle/Breezy Meadow/6/10/oz,14367-35373,714367353746,3.25,6
