UPC,Description,Unit Cost,Qty
047400679016,GILLETEE 6z VENUS SHVE CRM SMTH TBE,2.4,1
047400240407,GILLETTE 11z FOAMY REGULAR,2.5,1
047400241459,GILLETTE 11z FOAMY SENSITIVE,2.5,1
7702018308309,GILLETTE 200ML MACH3 CMFRT SHVE GEL,2.25,1
7702018980932,GILLETTE 200ML SHAVE FOAM SENSTIVE,2.0,1
7702018980819,GILLETTE 200ML SHAVE GEL SENSITIVE,2.4,1
047400305045,GILLETTE 2PK 7z SHVE GEL SSNSTVE,5.5,1
3014260287030,GILLETTE 2 5CT RAZOR,1.25,1
7702018980925,GILLETTE 200ML SHAVE FOAM ORIGINAL,2.0,1
7702018980833,GILLETTE 200ML SHAVE GEL MSTRSING,2.4,1
047400305519,GILLETTE 2PK 7z SHVE GEL MSTRZING,5.5,1
047400690547,GILLETTE 3.4z SKNGD SKIN MSTRZER,2.75,1
047400670082,GILLETTE 3CT 2 BLADE SIMPLY VENUS,1.2,1
3014260246693,GILLETTE 4CT SIMPLY VENUS 2 BLADE,1.8,1
047400675971,GILLETTE 4CT VENUS 3 BLD PRDSE RZR,4.25,1
7702018482740,GILLETTE 5CT SIMPLY VENUS BASIC RZR,1.65,1
047400691223,GILLETTE 6CT VENUS PUBIC/SKIN RZR,4.99,1
047400670372,GILLETTE 3CT RZR BLACK 2-BLDE,1.1,1
7702018024612,GILLETTE 4CT SIMPLY VENUS ALOE(20),1.8,1
047400689541,GILLETTE 4CT VENUS PUBIC/SKIN RZR,3.0,1
047400690615,GILLETTE 5oz SKNGRD DAILY FACE SCRB,2.75,1
047400672154,GILLETTE 7CT SENSR3 SSNSTV 3BL RZR,5.99,1
047400679085,GILLETTE 7z VENUS SHVE GEL RELAXING,2.4,1
047400670099,GILLETTE 9CT 2 BLADE SIMPLY VENUS,3.0,1
4902430862141,GILLETTE MACH 3 RZR & 1 CARTRIDGE,3.0,1
047400313880,GILLETTE VENUS 3CT 3 BLADE SMTH DX,4.5,1
047400672611,GILLETTE VENUS SMTH 3BLD 1RZR/16 RF,16.0,1
4902430792875,GILLETTE 8CT VENUS 2BLD RAZOR,2.4,1
7702018457229,GILLETTE BLUE3 3CT RAZOR COOL,2.4,1
047400667778,GILLETTE MACH3 1 RAZOR + 2 CARTRDGE,5.99,1
047400695252,GILLETTE VENUS INTMTE 8 REFL+1 RAZR,15.0,1
4005900874283,NIVEA 200ML MEN SHVE FOAM SSNSTVE,2.4,1
8710908565250,DOVE 4PK 3.17z PINK BAR SOAP,2.92,1
8850169047024,IMPERIAL LEATHER 6PK SOAP CLASSIC,6.0,1
030772126691,IVORY 12PK 3.17z GNTL BAR SOAP ALOE,5.75,1
030772164976,IVORY 4PK 3.17z BAR XFLTNG VNLA+OAT,3.0,1
850050048237,DOVE 4PK 3.17z SOAP EXFOLIATING,2.92,1
035000141170,IRISH 6PK 3.7z ALOE,3.6,1
037000000532,IVORY 3PK 3.17z ALOE GNTLE BAR SOAP,1.5,1
037000827573,IVORY 4PK 4z ORG GENTLE BAR SOAP,3.0,1
030772164952,IVORY 8PK 3.17z BAR XFLTNG VNLA+OA,4.5,1
037000844259,OLAY 4PK 3.17z SOAP AGE DEFY VTMN E,4.25,1
037000945505,OLAY 6PK 3.75z SOAP ULT MSTR SHEA,6.5,1
030772011744,OLD SPICE 12PK 3.17z SWAGGER SOAP,7.2,1
012044050491,OLD SPICE 4PK 3.17z SOAP SWAGGER,3.6,1
037000900467,OLAY 12PK 3.17z SOAP ULT MSTRE SHEA,11.0,1
037000945543,OLAY 6PK 3.75z SOAP AGE DEFY VIT E,6.5,1
030772163962,OLAY 8PK 3.17z SOAP ULT MSTR SNSTV,6.0,1
012044051993,OLD SPICE 4PK 3.17z EXTRA CLEAN,3.6,1
5017306008321,PEARS 125GM TRSNPRNT NTRL YELLOW,0.85,1
850035181836,PEARS 3PK 4.4z SOAP YLLW W/PLNT OIL,2.4,1
856097008579,PEARS 4.4z BAR SOAP YELLOW,0.85,1
030772051245,SAFEGUARD 2PK 3.17z BAR SOAP ALOE,1.1,1
8886467022692,SIMPLE 4PK 125GM BAR SOAP NOURISHIN,2.4,1
079400492333,SUAVE 3.35z 2PK BAR SOAP COCOA SHEA,0.6,1
856097008586,PEARS 4.4z BAR SOAP GREEN,0.85,1
037000828235,SAFEGUARD 12PK 4z FSRH CLN MCLR ALO,7.5,1
037000218548,SAFEGUARD 8PK 4z BEIGE BAR SOAP,5.75,1
8886467022609,SIMPLE 4PK 125GM BAR SOAP REFRESHIN,2.4,1
815214000988,SUNAROMA ORGNC 8z SOAP CHARCOAL,3.5,1
815214001008,SUNAROMA ORGNC 8z SOAP COCONUT OIL,3.5,1
815214001022,SUNAROMA ORGNC 8z SOAP GOATS MILK,3.5,1
815214001169,SUNAROMA ORGNC 8z SOAP PATCHOULI,3.5,1
815214001046,SUNAROMA ORGNC 8z SOAP SHEA BUTTER,3.5,1
8886467060861,VASELINE 2.64z 3PK SOAP TTL MSTRE,1.5,1
815214000971,SUNAROMA ORGNC 8z SOAP EUCALYPTUS,3.5,1
815214000995,SUNAROMA ORGNC 8z SOAP LVNDR W/SHEA,3.5,1
815214001152,SUNAROMA ORGNC 8z SOAP PEPPERMINT,3.5,1
8886467060854,VASELINE 2.64z 3PK SOAP HLTHY BRGHT,1.5,1
051141906676,3M 2PK TRANSPARENT TAPE 3/4,0.84,1
051131576346,3M SCOTCH MAGIC TAPE 32PC PDQ DISP,2.4,1
071641186095,BTS 12PC SET PENCL/ ERSR/HGHLTR/GLUE,2.5,1
071662086107,CRAYOLA 10CT SUPER TIPS WSHBLE MRKS,1.4,1
638060859131,3M POST IT NOTES 5PC SET,1.8,1
070330537934,BIC 4CT BALLPOINT CLICK PEN BLACK,1.1,1
071662077259,CRAYOLA 10CT MRKRS BOLD & BRIGHT,2.25,1
071662078522,CRAYOLA 10CT ULT CLN WSBLE MARKER,2.4,1
071662078515,CRAYOLA 10CT ULT CLN WSBLE MARKER,2.4,1
071662077129,CRAYOLA 12CT BROAD LINE ASST MRKERS,2.65,1
7501058201423,CRAYOLA 12CT JUMBO CRAYONES,1.2,1
071662574086,CRAYOLA 12CT TWISTABLE COLOR PENCIL,2.5,1
071662046163,CRAYOLA 16CT OIL PASTELS,1.65,1
071662082741,CRAYOLA 10CT WSHBLE SMSHUP BROAD MK,2.5,1
071662244125,CRAYOLA 12CT ERASABLE COLORED PNCLS,2.75,1
071662041120,CRAYOLA 12CT SHORT COLORED PENCILS,1.2,1
071662600808,CRAYOLA 12CT WONDER MRKR PUNTA FINE,1.2,1
071662081065,CRAYOLA 20CT SUPER TIPS WHSBLE MRKR,2.65,1
071662081065,CRAYOLA 20CT SUPER TIPS WSHBLE MRKR,2.65,1
071662799328,CRAYOLA 240sht CONSTUCTION PPR(9X12,3.6,1
071662407315,CRAYOLA 48PG CLRNG BOOK DRESS PETS,1.2,1
071662505042,CRAYOLA 50CT SUPER TIPS WSHBLE MRKR,6.0,1
071662112042,CRAYOLA 6PK 2z WSHBLE KIDS PAINT,2.88,1
071662300814,CRAYOLA 20CT WONDER MRKR PUNTA FINE,2.0,1
071662040246,CRAYOLA 24ct COLORED PENCILS,3.0,1
071662003005,CRAYOLA 4PC MODELING CLAY,3.0,1
071662000646,CRAYOLA 64'S CRAYONS,2.96,1
071662077099,CRAYOLA 8CT CLASSIC MARKERS FINE,2.25,1
071662032807,CRAYOLA 8CT LARGE WASHABLE CRAYONS,1.65,1
071662303129,CRAYOLA 8CT MODELING CLAY,1.2,1
071662087043,CRAYOLA 8CT PIP SQUEAK WSHBLE MRKR,1.4,1
071662830090,CRAYOLA BLUNT TIP SCISSOR BLUE,1.1,1
071662077266,CRAYOLA CLASS CLR FINE 10PK MARKER,2.25,1
071662077082,CRAYOLA 8ct MARKERS CLASSIC COLORS,2.25,1
071662635169,CRAYOLA 8CT PAINT BRUSHES,1.88,1
071662052027,CRAYOLA 8CT WSHBLE DRY ERSE BOLD MK,2.5,1
071662077228,CRAYOLA CLASS CLR BROAD 10PK MARKER,2.25,1
071662040123,CRAYOLA COLOR PENCIL LONG 12 CT,1.65,1
071662000080,CRAYOLA CRAYON 8CT #3008,0.55,1
071662000486,CRAYOLA CRAYONS 48 CT,2.65,1
071662078089,CRAYOLA WASH CLASSC 8CT MARKR BROAD,2.25,1
026000190923,ELMERS 1z SPRAY ADHSVE DSAPRNG PRPL,0.6,1
071641190887,EXPO 21PK FINE DRY ERASE MRKRS ASST,8.4,1
071662000240,CRAYOLA CRAYONS 24 CT 03024,1.33,1
071662000967,CRAYOLA CRAYONS 96 CT,4.5,1
071662078096,CRAYOLA WASH CLASSIC 8CT MARKR FINE,2.25,1
071641160262,EXPO 21PK DRY ERASE MARKERS ASSTD,8.4,1
071641801523,EXPO 2PK DRY ERASE MARKERS CHISEL,1.8,1
071641001565,EXPO 8PK DRY ERASE MARKERS ASSTD,5.75,1
041540003410,P/M 1CT LIQ PPR DRY LINE CRCTN TAPE,1.8,1
041540933342,PAPERMATE 10PK 1MM PEN MED BLACK,1.2,1
071641104006,PAPERMATE 8PK INKJOY 1MM PEN ASST,1.2,1
071641271654,SHARPIE 4PK YLLW HLGHTR NARROW,1.8,1
071641200722,MR. SKETCH 12CT SCENTED MARKERS,5.25,1
071641190894,P/M 8PK 1MM ME BLACK INK BALLPT PEN,0.5,1
041540014102,PAPERMATE 12CT FLEXGRIP ULT 1mm PEN,3.6,1
051125006804,POST IT NOTE 24CT 70SHT 3x3 ASSTD,15.0,1
071641109391,SHARPIE 5CT PAINT PEN OIL BASE FINE,5.5,1
672935782155,AIM 1 TB SOFT TRIPLE CLEAN,0.5,1
850025020305,CARE BEARS 6PK TB SOFT ASST CLRS,1.1,1
058000311459,COLGATE 1TB CHARCOAL ULTRA SOFT,0.85,1
035000555397,COLGATE 6PK T/B XRTA CLN MEDIUM,3.35,1
888670034200,BJS 10PK TB ULT FRSH SOFT ASST CLR,3.0,1
672935781356,CLOSE UP TB STYLE SOFT MASSAGE(24),0.65,1
035000551900,COLGATE 4PK T/B EXTRA CLN MED #441,2.4,1
840204483311,FIREFLY 3PK SOFT TB AVENGERS,1.1,1
672935831532,FIREFLY 3PK TB MARVEL AVENGERS SOFT,1.1,1
672935948285,FIREFLY KIDS POWER TB SPONGEBOB,2.4,1
672935628309,FIREFLY KIDS POWER TB TRANSFORMERS,2.4,1
850025020183,FRESH X 7PK FIRM TB PREMIUM,2.5,1
706098845591,FRESH X 7PK SOFT TB PREMIUM,2.5,1
672935653158,FIREFLY BABY SHARK ORAL TRAVEL KIT,1.5,1
840204494478,FIREFLY KIDS POWER TB SPONGEBOB,2.4,1
850025020169,FRESH X 150CT FLOSS PICK,1.8,1
850025020176,FRESH X 7PK MEDIUM TB PREMIUM,2.5,1
300410109325,ORAL B 1TB MED DAILY CLEAN,0.65,1
8006530044608,ORAL B 2PK 50M ESSENTIAL FLOSS,2.25,1
300410109042,ORAL-B 1TB DEEP CLN DUAL CLN MED,0.65,1
300410113858,ORAL-B 2PK T/B SOFT ESSENTL CLEAN,0.75,1
300410113582,ORAL-B 3PK TB MED DEEP CLEAN DUAL,1.65,1
300410113599,ORAL-B 4PK TB MED DEEP CLEAN DUAL,2.25,1
300410109691,ORAL B 4PK KIDS T/B SOFT,2.25,1
300410114367,ORAL-B 27.3yd ESSNTL WAXED FLOSS MT,0.75,1
300410107932,ORAL-B 30CT FLOSS PICKS MINT SCOPE,0.85,1
300410113629,ORAL-B 3PK TB SOFT DEEP CLEAN,1.65,1
300410113728,ORAL-B 4PK TB SOFT DEEP CLEAN,2.25,1
300410107949,ORAL-B 75CT FLOSS PICK MINT SCOPE,1.5,1
850025020534,PEPSODENT 150CT FLOSS PICK MINT,1.8,1
850025020657,PEPSODENT CMPLTE CARE TB 6PK MED,2.4,1
310158334477,POLIDENT 1CT DENTAL APPLIANCE BRUSH,1.1,1
850025020602,PEPSODENT 100yd FLOSS+12yd TRAVEL,0.88,1
850025020596,PEPSODENT 4PK SOFT T/B ASST COLORS,1.75,1
850025020510,PEPSODENT SOFT TB + TRAVEL CASE,0.75,1
840040101035,REACH 7PK ADV DESIGN TB SOFT,4.5,1
035000469465,COLGATE 3PK 6z TP REGLR CAVITY PRT,4.65,1
035000444356,COLGATE 4z T/P REG CAVITY PROTECTN,1.0,1
035000444400,COLGATE 4z T/P SPKLNG WHTE CINNMNT,1.0,1
035000996671,COLGATE 6.3z MAX FRESH TP COOL MINT,2.25,1
035000444349,COLGATE 4z T/P BSP FRSTY MNT GEL,1.0,1
035000444332,COLGATE 4z T/P SPKLNG MINT ZING GEL,1.0,1
035000996718,COLGATE 6.3z MAX FRESH TP CLN MINT,2.25,1
035000991829,COLGATE 6oz TOTAL TP CLN MINT PSTE,2.75,1
035000991157,COLGATE 6oz TOTAL TP WHTNG PASTE,2.75,1
035000510976,COLGATE 8z T/P BSP WHTNG MINT ZING,1.95,1
030772199855,CREST 2.3z T/P PLUS SCOPE MINT FRSH,0.85,1
030772054352,CREST 2.6z TP PRO-HLTH SSNSTV ENMAL,0.84,1
030772053874,CREST 3z 3D WHITE TP ADC HYDGN PRXD,2.4,1
035000510969,COLGATE 8z T/P BSP WHTNG BRSK MINT,1.95,1
035000510853,COLGATE 8z T/P REG CAVITY PROTECTN,1.95,1
030772057223,CREST 2.6z TP PRO-HEALTH CLN MINT,0.84,1
037000703082,CREST 3PK 33.8Z PRO HEALTH CLN MINT,10.5,1
037000951438,CREST 4.2z KID T/P CVTY GUM FLVR,1.75,1
030772234853,CREST 4.2z KIDS TP MICKEY MOUSE BBL,1.75,1
030772234846,CREST 4.2z KIDS TP SPIDERMAN STRBRY,1.75,1
037000003823,CREST 4.6z KIDS TP CVTY PRTCT SPRKL,1.75,1
030772119273,CREST 5.1z PRO-HLTH TP ADV MAX CVTY,2.4,1
037000003106,CREST 8.2z 4PK T/P REGULAR PASTE,1.75,1
030772234839,CREST 4.2z KIDS TP PRINCESS BBLE GM,1.75,1
030772234822,CREST 4.2z KIDS TP STITCH STRWBRY,1.75,1
037000711575,CREST 4.6z LIQ GEL TP+SCOPE 3n1 MNT,3.0,1
037000698272,CREST 5z 4PK TP PRO-HEALTH ADV MINT,9.6,1
037000851936,CREST CMPLTE+SCOPE 5.4z 4PK T/P,1.8,1
037000770671,CREST KIDS 4.6z 3PK TP CAVITY PRTCT,4.5,1
037000122203,CREST+ 5.7z 3PK TP BSP WHTNG TARTAR,4.5,1
030772199893,CREST+SCOPE 2.3z TP WHTNG DUAL BLST,0.85,1
310158357902,POLIGRIP 2.2z PWR MAX DENTURE CREAM,3.0,1
030772199909,CREST+ 2.3z TP CINNAMON EXPRESSIONS,0.85,1
037000122777,CREST+ 5.7z 3PK TP CVTY PRTCT,4.5,1
300410108670,ORAL-B 1TB DEEP CLN DUAL CLN SOFT,0.65,1
