UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
305736555016,B0DB2LZBCL,Chapstick candy flavor 3-pack .45oz,FBM,1.75,158.81,23.82,5.0,128.24,80.7,7327.9,0,852518,True,skip
085081291295,B015QI047O,12pc dinnerware set - asst colors stonewa...,FBM,16.0,68.0,10.2,15.5,26.3,38.7,164.4,0,974143,False,marginal
194735056392,B09C91MXLP,Disney pixar lightyear blast off blitz ga...,FBM,1.25,37.0,5.55,7.0,23.2,62.7,1856.0,0,844548,False,marginal
042409669150,B0BCCJ1VF4,Boneless motorized skater luca,FBM,1.2,26.97,4.05,5.0,16.72,62.0,1393.7,0,61583,False,marginal
085081488152,B0CXHN1LYR,12in oster ns red frying pan - alum ni,FBM,12.0,41.36,6.2,7.0,16.16,39.1,134.6,0,0,False,marginal
085081509710,B0CXHZZLMR,12in all purpose pan w/ lid ns steel .7mm...,FBM,8.5,32.67,4.9,7.0,12.27,37.6,144.3,0,604136,False,marginal
861447000233,B071LN7TXV,Wonder wedgie mop starter kit - mop. pole...,FBM,6.5,29.99,4.5,7.0,11.99,40.0,184.5,0,1159779,False,marginal
076753258777,B0044UQJ0C,12in tongs,FBM,0.8,19.71,2.96,5.0,10.95,55.6,1369.2,0,661792,False,marginal
736658578980,B082PJKQ7X,Wet brush speed dry treasured waters merm...,FBM,3.0,21.99,3.3,5.0,10.69,48.6,356.4,0,343549,False,marginal
885837035995,B0B6WVVGJY,Greenlife cutting board set - 8x12'' & 10...,FBM,4.0,24.99,3.75,7.0,10.24,41.0,256.0,0,64773,True,skip
885837035988,B0B6WT41TX,Greenlife cutting board set - 8x12'' & 10...,FBM,4.0,24.99,3.75,7.0,10.24,41.0,256.0,0,64773,True,skip
042409119327,B0DB8Y2RWR,Siren maulr dart blaster,FBM,15.0,39.99,6.0,9.5,9.49,23.7,63.3,0,147294,False,marginal
885837023831,B08PG6DHW5,Greenlife cutting board set - 8x12'' & 10...,FBM,4.0,23.94,3.59,7.0,9.35,39.1,233.7,0,64773,True,skip
042409669167,B0BCBXHBLD,Boneless motorized skater mia,FBM,1.2,18.0,2.7,5.0,9.1,50.6,758.3,0,60969,False,marginal
