UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
062338851754,B01IAIR2AE,Air Wick/Scented Oil Twin Refill/Hawaii Exotic Papaya & Hibiscus Flower 2pk/6/1.34/oz,FBA,3.7867,63.62,9.54,3.4,46.39,72.9,1082.2,0,1192969,False,marginal
019200808347,B006RGHKPE,Lysol/Spray Disinfectant/Early Morning Breeze /12/19/oz,FBA,5.365,40.99,6.15,8.19,20.79,50.7,354.4,0,657724,False,marginal
037000933311,B08DT3RCHV,Febreze/Small Spaces/Gain Original Scent/6/1/ct,FBA,2.7833,24.99,3.75,5.76,12.2,48.8,371.5,0,2039,False,marginal
046500775147,B0C4W44XZQ,Glade/Scented Oil Starter Kit/1 Warmer + 1 Refill Clean Linen/5/.67/oz,FBA,3.152,25.69,3.85,7.88,10.3,40.1,282.2,0,0,False,marginal
062338034638,B0CRJVXCQH,Air Wick/Scented Oil Twin Refill/Vibrant Lush Forest & Mountain Air 2pk/6/1.34/oz,FBA,3.7867,20.95,3.14,4.09,9.43,45.0,220.0,0,825907,False,marginal
062338780467,B0092CS7P2,Air Wick/Scented Oil/Gadget/6/1/ct,FBA,1.3583,17.79,2.67,4.25,9.01,50.7,485.0,0,0,False,marginal
019200741866,B0BMVKDS1D,Lysol/Spray Disinfectant/Crisp Linen/12/12.5/oz,FBA,3.49,21.75,3.26,7.77,6.73,30.9,168.6,0,100342,False,marginal
062338779652,B000KIA23M,Air Wick/Freshmatic Ultra Refill/Sparkling Citrus/6/6.34/oz,FBA,2.5,16.99,2.55,5.16,6.28,37.0,209.4,0,8031718,False,marginal
019200793292,B006RGHKAY,Lysol/Spray Disinfectant/Crisp Linen i/12/19/oz,FBA,5.365,24.1,3.62,8.35,6.27,26.0,106.9,0,765758,False,marginal
062338020938,B0BCN41464,Air Wick/Scented Oil/Fresh Linen/16/1/ct,FBA,0.7888,14.9,2.23,5.61,5.77,38.7,447.4,0,580075,False,marginal
070881431774,B0GWRWXLPM,Renuzit/Solid/Vanilla Apricot Blossom & Almond/12/7/oz,FBA,1.3675,13.35,2.0,4.09,5.39,40.4,288.6,0,0,True,skip
030772211212,B0FN4RDXXL,Febreze/Scented Oil Starter Kit/Machine + Refill Lilac Sunrise/4/.87/oz,FBA,5.4575,18.04,2.71,4.76,4.62,25.6,77.5,0,993982,False,marginal
