UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
085081455765,B0GDPBQXFX,Gibson home bow wow meow 3pc elevated pet...,FBM,4.0,39.16,5.87,5.0,24.29,62.0,607.1,0,0,False,marginal
808124113763,B0CGSKJ2HV,Mrs meyers large soy candle iowa pine 7.2oz,FBM,3.5,49.99,7.5,15.5,23.49,47.0,671.2,0,335809,False,marginal
740275302446,B0DB2N9Z51,Snuggie 2 in 1 pillow & snack tray flamin...,FBM,3.5,29.96,4.49,5.0,16.97,56.6,484.7,0,180202,False,marginal
042409222164,B07MX4BM4W,Smithsonian wave machine,FBM,7.0,34.99,5.25,7.0,15.74,45.0,224.9,0,386131,False,marginal
810028059931,B0D6NS5RHF,"Nhl florida panthers lava lamp speaker 16.5""",FBM,9.0,39.99,6.0,9.5,15.49,38.7,172.1,0,607637,False,marginal
042409119334,B0DB99PFMN,Siren blink dart blaster,FBM,15.0,45.0,6.75,9.5,13.75,30.6,91.7,0,200202,True,skip
042409669112,B0BCC58DMX,Boneless motorized skater ryan,FBM,1.2,21.97,3.3,5.0,12.47,56.8,1039.5,0,69503,False,marginal
4895145419567,B07FFZJNPL,Puzzle collector 1000 assortment,FBM,2.5,24.98,3.75,7.0,11.73,47.0,469.3,0,645215,True,skip
025725504046,B07G3K2Z95,Franklin future champs inflatable boxing ...,FBM,7.0,29.99,4.5,7.0,11.49,38.3,164.2,0,351419,True,skip
085081061492,B0B9HWLBR4,Oster bluemarine 10in foldable strainer ni,FBM,2.7,22.4,3.36,5.0,11.34,50.6,420.0,0,175834,True,skip
042409684016,B0B2PJRXTW,Spybots cybernetic security robot toy,FBM,5.0,26.99,4.05,7.0,10.94,40.5,218.8,0,891438,False,marginal
042409669136,B0BCC1XJKS,Boneless motorized skater booker,FBM,1.2,19.99,3.0,5.0,10.79,54.0,899.3,0,61583,False,marginal
