UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
757037950685,B081J3HGLH,Oxi Clean/Powder/Versatile Stain Remover Odor Blasters/4/48/oz,FBA,6.8275,64.99,9.75,-0.01,47.92,73.7,654.0,0,1299861,False,marginal
062338002309,B00CYNKAHY,Spray n' Wash/Trigger/Laundry Pre-Treated Trigger/12/22/oz,FBA,2.0933,59.72,8.96,5.76,42.41,71.0,1635.3,0,283652,False,marginal
305215007005,B00FQRAL6K,Q-Tips/Family Size//12/500/ct,FBA,3.6717,59.82,8.97,12.64,34.04,56.9,815.9,0,1283841,False,marginal
079567490357,B0CWVTFR9S,WD-40/Aerosol//12/2.75/oz,FBA,3.3575,51.69,7.75,8.21,31.87,61.7,826.2,0,177799,False,marginal
046500002588,B07S1BDL1M,Pledge/Furniture Polish/Lemon/6/14.2/oz,FBA,5.1933,48.98,7.35,8.98,26.96,55.0,473.5,0,1348691,False,marginal
035000393753,B017II5CPY,Suavitel/Dryer Sheets/Morning Sun/6/70/ct,FBA,2.9167,36.9,5.54,4.35,23.6,64.0,690.7,100,577955,False,marginal
073852077650,B06XPQCDFX,Purell/Hand Sanitizer Pump/Naturals/12/8/oz,FBA,2.9983,41.5,6.22,8.93,22.85,55.1,653.1,600,36445,False,buy
073852096521,B004ZS7VNM,Purell/Hand Sanitizer Pump/Refreshing Gel/12/8/oz,FBA,2.9983,40.92,6.14,8.93,22.35,54.6,639.0,200,61267,False,buy
044600306148,B01IAIOR5C,Clorox/Bathroom/Bleach Foamer Spray/9/30/oz,FBA,3.8567,38.97,5.85,7.71,21.06,54.0,483.3,0,408025,False,marginal
5000204689204,B07CN9T6QH,Pledge/Spray/Multi Surface Classic/12/8.45/oz,FBA,2.2775,31.0,4.65,3.5,20.07,64.8,722.7,0,865507,False,marginal
037000980926,B07G7F9P4M,Gain/Fabric Softener/Original 12 Load/12/10/oz,FBA,1.0167,35.99,5.4,9.37,19.7,54.8,1299.2,0,0,False,marginal
044600012605,B0036B89IU,Tilex/Trigger/Fresh Shower/9/32/oz,FBA,3.39,46.62,6.99,18.04,17.7,38.0,454.9,0,540385,False,marginal
037000524014,B01LXJE08R,Downy/Ultra Fabric Softener/April Fresh/12/10/oz,FBA,1.065,33.0,4.95,9.53,16.96,51.4,1083.4,0,485463,False,marginal
054600105689,B07SXD3WQL,Fantastik/All Purpose Cleaner/Bleach/8/32/oz,FBA,3.2088,28.9,4.33,6.31,14.55,50.3,392.2,0,0,False,marginal
030772145142,B0D5P81JW4,Gain/Beads/+Odor Defense Super Fresh Blast/4/30.1/oz,FBA,12.6125,36.7,5.5,6.13,11.95,32.6,91.2,0,6865,False,marginal
