UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
0886466354228,B0B52D2KV9,BA35423,FBA,0.8333,47.75,7.16,6.48,32.77,68.6,2458.1,0,9946171,False,marginal
0886466412614,B01J5R6OCG,COSMETIC MIRROR CHROME HANG TAG,FBA,1.3333,40.73,6.11,7.88,24.91,61.2,1358.6,0,0,True,skip
0886466302984,B00A7IDF52,SH30298,FBA,0.8333,29.99,4.5,6.31,17.85,59.5,1338.6,0,2605336,False,marginal
0886466413079,B06Y45VGPG,SM30290,FBA,0.6667,29.99,4.5,7.38,16.94,56.5,1452.4,0,946112,False,marginal
0886466415318,B07BNXDPS5,BA41532,FBA,0.8333,29.99,4.5,8.12,16.04,53.5,1202.9,0,1142577,False,marginal
0886466350114,B08TPBG4FJ,TH35012,FBA,3.0,22.48,3.37,3.86,11.75,52.3,335.7,0,0,False,marginal
0886466419392,B084G7LFNL,4PC CERAMIC BATH COLOR GIFT BOX,FBA,10.0,32.99,4.95,7.96,9.58,29.0,91.3,0,1210829,False,marginal
0886466419231,B07LCSWXB2,4PC BATHROOM SET MASON JAR WHITE BLACK COLOR GIFT BOX,FBA,1.6667,20.99,3.15,6.13,9.54,45.5,440.5,0,1592914,False,marginal
0886466415943,B07NJ5WHTT,5 FUNCTION SHOWER HANGABLE BLISTER PACK,FBA,5.0,22.58,3.39,4.76,8.93,39.6,162.4,0,1562350,False,marginal
0886466350619,B08BW8Z819,SHOWER MASSAGER BLACK,FBA,0.6667,17.67,2.65,5.76,8.09,45.8,693.6,0,0,True,skip
0886466350121,B08SZJK7TB,TUMBLER SKYLAR SKYLAR WHITE,FBA,3.0,15.41,2.31,4.09,5.51,35.7,157.4,0,3571422,True,skip
0886466350015,B08SZM8DBY,TH35002,FBA,3.0,14.99,2.25,3.86,5.38,35.9,153.8,0,1209131,False,marginal
0886466412645,B01FKJ6HAM,BA41531,FBA,10.0,25.19,3.78,6.31,4.6,18.3,43.8,0,1302283,False,marginal
0886466350077,B08SZK81G2,TUMBLER SKYLAR SKYLAR GREY PDQ (6),FBA,3.0,13.99,2.1,4.35,4.04,28.9,115.5,0,2237421,True,skip
0886466350084,B08SZSQ4YQ,SD35009,FBA,0.3333,9.06,1.36,3.01,3.86,42.6,462.9,0,7931688,True,skip
0886466413437,B074F4ZSN8,SOAP DISPENSER PDQ (6),FBA,0.1667,8.72,1.31,3.24,3.51,40.2,525.8,0,0,True,skip
