UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
025725019854,B0044USCOS,Franklin mlb 5pc throw-down rubber base set,FBA,6.0,36.28,5.44,7.38,16.96,46.7,260.9,0,0,False,marginal
848742074831,B07JJ5W42J,"Lush decor sherpa throw 50""x60"" camouflag...",FBA,4.0,39.97,6.0,12.93,16.54,41.4,367.7,0,0,False,marginal
085081593528,B0CXHVZCQC,Gibson home 11in frying pan - black gray ...,FBA,6.5,32.51,4.88,7.3,13.33,41.0,190.5,0,1088078,False,marginal
9781800583955,1800583958,Christmas sleigh 12 book box set,FBA,5.0,29.99,4.5,7.46,12.53,41.8,227.8,0,2208292,False,marginal
011822693110,B07TDRLFD6,Rite aid 12hr severe nasal relief spray w...,FBA,0.4,18.99,2.85,3.5,11.74,61.8,1304.6,0,217889,False,marginal
300672056245,B07LBJP1KT,Excedrin pm headache caplets 24ct exp 2/2...,FBA,0.25,18.72,2.81,3.5,11.66,62.3,1554.9,0,187424,False,marginal
9781667200712,1667200712,Road trip usa wordsearch puzzle 192pg pp ...,FBA,0.75,18.45,2.77,3.81,10.62,57.6,849.8,0,1810169,False,marginal
192370585468,B098RC8WCF,Goldtoe 6pk crew socks meelanch pp$22.00 ...,FBA,4.0,24.0,3.6,6.47,9.43,39.3,209.6,100,1603,True,skip
075691002343,B08Z37T7S6,Singer no-sew adhesive 21pc repair kit,FBA,0.25,15.74,2.36,3.54,9.09,57.7,1211.9,0,961879,False,marginal
085081541789,B0DCKS9MRZ,Gibson home 8pc melamine nesting food sto...,FBA,4.0,21.99,3.3,5.22,8.97,40.8,199.4,0,1227076,False,marginal
025725097258,B00NQR1Q02,"Franklin flexi cones 4ct/ 9"" soccer, base...",FBA,1.5,16.52,2.48,3.86,8.18,49.5,409.1,0,1315906,False,marginal
9780794449780,0794449786,Disney minnie mouse: little women paperba...,FBA,1.0,15.32,2.3,3.54,7.98,52.1,532.1,0,2794306,False,marginal
031600666167,B0065RP0PM,"Kiwi sport laces 1pr/54""-flat/black",FBA,0.1,13.75,2.06,3.22,7.87,57.2,1311.2,0,0,False,marginal
011822515665,B08J839WBR,Rite aid 100ct  alcohol prep pads sterile...,FBA,0.65,14.99,2.25,4.09,7.5,50.0,652.3,0,474021,False,marginal
848742074237,B07JJ6H61P,"Lush decor sherpa throw 50""x60"" universe ...",FBA,4.0,29.94,4.49,13.72,7.23,24.1,160.6,0,5802871,False,marginal
072456121073,B08H47PL19,"Ceramic treat canister 4"" x 6.5"" - gray t...",FBA,1.65,17.99,2.7,5.91,7.23,40.2,336.3,0,149331,False,marginal
072456144584,B09F5MW4G5,"Ceramic treat canister 4"" x 6.5"" - teal m...",FBA,1.65,17.97,2.7,6.01,7.11,39.6,330.9,0,249361,False,marginal
9781684123377,1684123372,Build the train - hardcover pp$19.99 us /...,FBA,2.75,19.99,3.0,6.9,6.84,34.2,210.5,0,1051077,False,marginal
025725273669,B007FQYUNK,Franklin knee elbow guard,FBA,0.75,13.99,2.1,4.09,6.55,46.8,524.1,0,0,False,marginal
