UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
8717163617694,B01N9EP91J,Cif cleaner cream 750 ml Original 60/pt 14/cs,FBM,0.1786,85.82,12.87,7.0,65.77,76.6,36824.4,0,0,False,marginal
017000024028,B0BQ8F8YFV,Dial Bars 4oz 3pk Antibacterial Deodorant Bar Soap Gold 216/pt 12/cs,FBM,0.2792,64.44,9.67,5.0,49.49,76.8,17727.4,0,1468728,False,marginal
022600730729,B01IA9939Q,"ARRID XX Anti-Perspirant Deodorant Ultra Clear Dry Spray, Regular 6 oz1 25/pt 12/cs",FBM,0.3542,58.99,8.85,5.0,44.79,75.9,12644.6,0,186591,False,marginal
017000169163,B07TWNQLZV,Dial Body Wash 16oz Pamper & indulge Manuka Honey 240/pt 6/cs,FBM,0.5417,69.63,10.44,15.5,43.14,62.0,7964.5,0,0,False,marginal
051141409528,B01EMCYEVW,Command Medium Clear Wire Hooks Holds 2 lb Damage Free Hanging 6 Hooks and 8 Strips (3/4pk) 12/cs,FBM,0.3542,46.29,6.94,5.0,33.99,73.4,9596.9,0,728316,False,marginal
019045105410,B004X8M3DC,Curel Ultra Healing Intensive Lotion For Extra Dry Skin 13oz 6/cs,FBM,0.9583,45.07,6.76,5.0,32.35,71.8,3375.9,0,584939,False,marginal
037000324942,B01IAIA95O,"Always Ultra Thin Pads, Unscented, Size 2, 40 count 72/pt 6/cs",FBM,1.375,45.35,6.8,7.0,30.17,66.5,2194.4,0,173838,False,marginal
079400017437,B01IADVK8O,Degree Deodorant Sexy Intrigue 2.6oz 252/pt 12/cs,FBM,0.2917,46.99,7.05,9.5,30.15,64.2,10335.9,0,664581,False,marginal
019045105359,B0087W529W,Curel Daily Healing Hydrating Lotion For Dry Skin 13oz 6/cs,FBM,0.9583,52.02,7.8,15.5,27.76,53.4,2896.7,0,40849,False,marginal
037000879640,B08FRPJLDP,"Always Pure Cotton with Flexfoam Pads, Size 1, Regular 14ct 135/pt 6/cs",FBM,0.9583,34.95,5.24,5.0,23.75,68.0,2478.3,0,332241,False,marginal
017000169194,B07ZQPQ1PB,Dial Body Wash 21oz Pamper & Indulge Manuka & Honey Scent 288/pt 4/cs,FBM,0.9875,39.99,6.0,9.5,23.5,58.8,2380.2,0,286047,False,marginal
062338779614,B008Y3WTJA,Air Wick Automatic Air Freshener Spray Refill Lavender & Chamomile Fragrance 5.89oz 48/pt 24/cs,FBM,0.1458,38.83,5.82,9.5,23.36,60.2,16021.7,0,210757,False,marginal
019045105465,B00OQKRH0G,Curel Fragrance Free & Sensitive Skin Hydrating Lotion For Dry Face &B ody Skin 13oz 6/cs,FBM,0.9583,45.0,6.75,15.5,21.79,48.4,2274.0,0,160518,False,marginal
037000426899,B003T0F8V4,Always Thin Pantiliners Regular Clean Fresh Scent 20 Each 24/cs,FBM,0.0625,32.89,4.93,7.0,20.89,63.5,33430.4,50,132775,False,buy
