UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
019200817004,B00BX9MFIC,Lysol Dual Action Wipes Citrus Scent 75ct 75/pt 6/cs,FBM,1.125,146.45,21.97,5.0,118.36,80.8,10520.7,0,1199282,False,marginal
074312516979,B01IAIJXDI,"Nature?s Bounty Biotin 10,000 mcg Supports Healthy Hair, Skin and Nails 120ct 24/cs",FBM,0.2708,140.26,21.04,7.0,111.95,79.8,41340.5,0,0,False,marginal
019200803069,B00O366ZOM,RID-X® Septic System Treatment - 1-Dose Powder 9.8 oz 100/pt 12/cs,FBM,0.5208,99.97,15.0,5.0,79.45,79.5,15256.1,0,0,False,marginal
024200011345,B0BHTSFSXG,"Purex Liquid Laundry Detergent 150 fl oz Display, 20/Natural Elements Linen and Lilies, 28/Mountain",FBM,0.1771,76.69,11.5,15.5,49.51,64.6,27955.6,0,0,False,marginal
046500164798,B00S0NA130,"Raid Ant & Roach Killer 26, Lemon Scent, 17.5 oz 12/cs",FBM,0.3208,63.36,9.5,15.5,38.04,60.0,11856.4,0,657183,False,marginal
019200028455,B01IAI1WPK,"Lysol Disinfectant Spray Aerosol, Spring Waterfall, 12.5 oz 126/pt 12/cs",FBM,0.4042,63.04,9.46,15.5,37.68,59.8,9322.1,0,0,False,marginal
037000509547,B01B0ZM8WG,Tide Pods Laundry Detergent - Spring Meadow 16 Count 72/pt 8/cs,FBM,0.7188,59.98,9.0,15.5,34.76,58.0,4836.4,0,26,False,marginal
309978695707,B01IA9BECA,Revlon ColorSilk Permanent Beautiful Color 70 Medium Ash Blonde 140/pt 12/cs,FBM,0.2375,48.99,7.35,9.5,31.9,65.1,13433.3,0,868661,False,marginal
037000799764,B010OVIR90,"Pampers Cruisers Diapers - Size 6, 108 Count with Custom Stretch 1/cs",FBM,26.0,85.88,12.88,15.5,31.5,36.7,121.1,0,22167,False,marginal
022400393667,B00WADNMJ6,TRESemm? Pro Solutions Anti-Breakage Shampoo 28 oz 112/pt 6/cs,FBM,0.7083,52.91,7.94,15.5,28.77,54.4,4061.2,0,544112,False,marginal
757037000533,B07KMKS8H8,Oxiclean Bathroom Cleaner Removes Soap Scum Grime & Stains Fresh Scent 32 Oz 75/pt 8/cs,FBM,0.5938,50.99,7.65,15.5,27.25,53.4,4588.7,0,949149,False,marginal
023400155194,B0088QOABI,Soft Scrub 36 oz Cleanser w/Bleach(Commercial) Display 4/pt 84/cs,FBM,0.0417,49.0,7.35,15.5,26.11,53.3,62609.8,0,248031,False,marginal
037000903918,B01KYYUXSK,"Tide Simply Clean & Fresh Liquid Laundry Detergent, Daybreak Fresh Scent, 25 oz 75/pt 6/cs",FBM,0.6417,49.34,7.4,15.5,25.8,52.3,4020.1,0,167919,False,marginal
037000123453,B08531P1X9,Secret Invisible Solid Shower Fresh 2.6oz 12/cs,FBM,0.2917,38.47,5.77,7.0,25.41,66.0,8710.3,0,1098830,False,marginal
