UPC,ASIN,Description,Channel,Cost,Sell Price,Referral Fee,Fulfillment Fee,Profit/Unit,Margin %,ROI %,Units/mo,BSR,Amazon Buy Box,Verdict
305736555016,B0DB2LZBCL,Chapstick candy flavor 3-pack .45oz,FBA,1.75,196.29,29.44,3.71,160.89,82.0,7150.5,0,669582,True,skip
085081291295,B015QI047O,12pc dinnerware set - asst colors stonewa...,FBA,16.0,68.98,10.35,15.0,27.13,39.3,164.4,0,959027,False,marginal
194735056392,B09C91MXLP,Disney pixar lightyear blast off blitz ga...,FBA,1.25,37.88,5.68,5.76,24.69,65.2,1410.7,0,837507,False,marginal
614070283609,B07NPKNFS1,Sp turtle wax detailing clay mitt,FBA,6.0,38.99,5.85,5.13,21.51,55.2,330.9,0,1407664,False,marginal
042409669150,B0BCCJ1VF4,Boneless motorized skater luca,FBA,1.2,26.97,4.05,4.35,16.87,62.6,992.6,0,61523,False,marginal
085081488152,B0CXHN1LYR,12in oster ns red frying pan - alum ni,FBA,12.0,41.36,6.2,10.5,12.16,29.4,97.2,0,0,False,marginal
856491008496,B089DQDR7L,Pet fusion 2-in-1 cat litter scoop holder...,FBA,3.0,26.69,4.0,7.55,11.64,43.6,332.5,0,136014,True,skip
885837035995,B0B6WVVGJY,Greenlife cutting board set - 8x12'' & 10...,FBA,4.0,24.99,3.75,5.61,11.13,44.5,247.4,0,60435,True,skip
885837035988,B0B6WT41TX,Greenlife cutting board set - 8x12'' & 10...,FBA,4.0,24.99,3.75,5.61,11.13,44.5,247.4,0,60435,True,skip
042409669167,B0BCBXHBLD,Boneless motorized skater mia,FBA,1.2,19.97,3.0,4.35,10.92,54.7,642.6,0,61523,False,marginal
085081509710,B0CXHZZLMR,12in all purpose pan w/ lid ns steel .7mm...,FBA,8.5,32.67,4.9,7.88,10.89,33.3,121.0,0,646072,False,marginal
197981000171,B0G5W4ZLTL,Sp stem zone mosquito repellent starter k...,FBA,11.5,32.99,4.95,5.22,10.82,32.8,90.2,400,69955,False,buy
076753206068,B0G1JGP84Q,Good cook sifter,FBA,4.5,21.99,3.3,3.5,10.19,46.3,203.8,0,0,False,marginal
028484673022,B00YFFQ9P6,Casabella feather duster,FBA,5.0,23.51,3.53,5.22,9.26,39.4,168.4,0,620930,False,marginal
012844619119,B0BYQZX7PC,Refresh your car ring air freshner lightn...,FBA,0.75,16.04,2.41,3.86,8.52,53.1,681.9,0,3044457,False,marginal
861447000233,B071LN7TXV,Wonder wedgie mop starter kit - mop. pole...,FBA,6.5,29.99,4.5,10.11,8.38,27.9,119.7,0,1155756,False,marginal
885837015980,B07HYM5QX1,Greenlife cutting board set - 8x12'' & 10...,FBA,4.0,21.23,3.18,5.61,7.94,37.4,176.3,50,60435,False,buy
085081509703,B0CXHWPVZQ,Gibson home highberry 11in non-stick chic...,FBA,8.5,29.75,4.46,8.46,7.83,26.3,87.0,0,1457193,False,marginal
885837023831,B08PG6DHW5,Greenlife cutting board set - 8x12'' & 10...,FBA,4.0,20.98,3.15,5.61,7.72,36.8,171.6,0,60435,True,skip
012844619102,B0BYR8YLW4,Refresh your car ring air freshner very c...,FBA,0.75,15.02,2.25,3.86,7.66,51.0,612.6,0,1550027,False,marginal
012844618464,B09JRXCXLH,Refresh your car 6 pk  refined nights,FBA,0.75,14.58,2.19,3.86,7.28,50.0,582.6,0,0,False,marginal
024100114238,B07P1CCHXW,Cheez-it snap'd double cheese cracker 2.2...,FBA,0.85,19.32,2.9,7.88,7.19,37.2,532.7,0,212670,False,marginal
046500055171,B0DP1BPBXM,Glade candle tranquil lavender & aloe 2ct...,FBA,2.75,18.99,2.85,5.76,7.13,37.6,219.4,0,737965,False,marginal
043194334650,B09MV4S9QD,Conair scunci knotted hair elastics 6ct ni,FBA,0.6,13.38,2.01,3.2,7.07,52.9,643.0,0,0,False,marginal
042409119518,B0DB9L7TBB,Siren dart blaster 20pc refill darts,FBA,1.5,14.99,2.25,4.09,6.65,44.4,332.6,0,237748,False,marginal
885837044102,B0G3YVSB17,2ct greenpan essentials 8'' & 10'' frypan...,FBA,15.0,35.99,5.4,8.46,6.63,18.4,42.8,0,156149,True,skip
076753204316,B07WSR5H19,Good cook touch can opener,FBA,5.25,19.53,2.93,4.76,6.09,31.2,105.9,0,760694,False,marginal
784369527643,B0H8FZMMV1,"Multipet loofa w/bandana (red, blue) dog ...",FBA,2.0,13.99,2.1,3.5,5.89,42.1,235.7,0,0,False,marginal
738215538437,B08TZ3T7V7,Ceramic salt and pepper shaker - mushrooms,FBA,1.1,12.67,1.9,3.5,5.67,44.7,354.3,0,218508,False,marginal
041457248614,B005HT3PH4,Goody waffle scrunchie multi 6ct ni,FBA,0.85,12.99,1.95,4.09,5.6,43.1,414.9,0,546662,False,marginal
039938909222,B0CZPNBJ68,Confetti 1ct foil starry night,FBA,0.25,10.89,1.63,3.44,5.07,46.5,675.5,0,9796818,False,marginal
085081303769,B0CXHNGW5K,Gibson stainless steel steak knives 4pc s...,FBA,6.0,18.43,2.76,4.35,4.82,26.1,74.1,0,870082,False,marginal
752044020932,B0DN3WQ752,T-shirt - adult -white- 3xl,FBA,1.0,12.76,1.91,4.66,4.69,36.7,312.4,0,894793,False,marginal
030800807004,B09J1MSXSD,Starburst candy canes 12ct 5.3oz - bulk pack,FBA,1.2,11.8,1.77,4.09,4.24,35.9,249.4,0,189606,False,marginal
070896159564,B0CF6TS2YV,Wilton 9 inch tart pan,FBA,2.0,12.99,1.95,4.84,3.7,28.5,148.1,0,1257052,False,marginal
041457185001,B0CSH4Q7FX,Goody headband zigzag 3ct ni,FBA,1.0,9.29,1.39,2.71,3.69,39.7,245.8,100,63553,False,buy
074660534359,B085KT8P1B,Sp turtle wax speed headlight lens restor...,FBA,2.0,11.99,1.8,4.09,3.6,30.0,144.1,50,5363,True,skip
085081531834,B0B9V9LPQT,Oster 7in foldable colander w/ handle ni,FBA,1.65,13.53,2.03,5.76,3.59,26.5,167.0,0,249068,True,skip
194735069293,B09CFX81WH,"Disney pixar lightyear core 5"" figure ass...",FBA,1.0,9.97,1.5,3.5,3.47,34.8,231.6,0,483535,False,marginal
046500018350,B0000DIWN9,Off/stem mixed pdq,FBA,2.5,13.35,2.0,4.93,3.42,25.6,113.9,50,364488,False,marginal
091400042998,B0BZJW2R1X,California scents air freshners recycled ...,FBA,1.0,8.72,1.31,2.58,3.33,38.2,222.1,0,1318740,False,marginal
067742171504,B07CWYCMWQ,Dino freeze pop mold ni,FBA,0.65,8.75,1.31,3.2,3.09,35.3,268.5,0,200507,False,marginal
042409520413,B00200JX2O,Smithsonian prehistoric sea monsters kit,FBA,3.0,14.99,2.25,6.31,2.93,19.6,83.8,0,184339,False,marginal
076753256810,B07NNXKY7D,Nylon turner kitchen utensil – bulk pack,FBA,1.2,12.04,1.81,5.61,2.92,24.3,172.0,0,244618,False,marginal
9781684127993,1684127998,Discovery level 2 reader paperback-  i am...,FBA,0.5,7.57,1.14,2.58,2.85,37.7,285.4,0,832164,False,marginal
074660202401,B08285LQX1,Sp turtle wax headlight lens restorer kit,FBA,4.0,14.2,2.13,4.76,2.81,19.8,62.4,0,1121819,False,marginal
042409119327,B0DB8Y2RWR,Siren maulr dart blaster,FBA,15.0,34.99,5.25,11.46,2.78,7.9,17.9,0,244597,False,marginal
197981000928,B0GZJ6HPRK,Glade wax melts balsam & spruce 3.1oz us,FBA,1.0,7.89,1.18,2.58,2.63,33.3,175.1,0,1006935,False,marginal
076753118033,B000JXHNIU,Mini basic can opener,FBA,0.55,7.85,1.18,3.01,2.61,33.3,248.8,0,378392,False,marginal
193159167417,B09D41F5ZT,10pk girls trolls keep it happy ns socks ...,FBA,3.5,13.22,1.98,4.66,2.58,19.5,64.4,0,2556526,True,skip
074660542552,B0CRX6ZJP2,Sp turtle wax mister cartoon lvp leather-...,FBA,3.0,13.25,1.99,5.22,2.54,19.2,72.6,0,197214,False,marginal
752044020727,B0DN3RKFFV,T-shirt - adult - navy- l,FBA,1.0,11.99,1.8,6.25,2.44,20.4,162.8,0,894793,True,skip
752044021021,B0DN3JKKBS,T-shirt - adult - purple- l,FBA,1.0,11.99,1.8,6.25,2.44,20.4,162.8,0,894793,True,skip
5060746610098,B08BKSBMY8,A2play solar system jigsaw puzzle - whole...,FBA,1.8,12.99,1.95,6.31,2.43,18.7,105.7,0,1276907,False,marginal
