Item,SKU,UPC,Unit Cost,Case Size
Air Wick/Scented Oil Twin Refill/Sweet Orange & Lemon 2pk/6/1.34/oz,62338-01827,062338018270,3.7867,6
Glade/Aerosol/Pet Fresh/6/7.3/oz,97981-00429,197981004292,1.21,6
Glade/Solid/Lily Of The Valley/8/5.3/oz,500020-450382,50204977,1.7363,8
Air Wick/Scented Oil Twin Refill/Beach Escapes Maui Sweet Mango 2pk/6/1.34/oz,62338-01277,062338006437,3.7867,6
Air Wick/Scented Oil/Vibrant Winter Woods & Frosted Ivy 3pk/6/2.02/oz,62338-01433,062338014333,4.5233,6
Air Wick/Scented Oil/1 Warmer + 1 Refill .67oz Country Berries/6/1/ct,62338-82165,062338805702,3.135,6
Febreze/Air Freshener Spray/Exotic Bloom/8/6.25/oz,00216-18570,8700216185660,1.98,8
Renuzit/Solid/After The Rain/12/7/oz,70881-43100,070881431002,1.3675,12
Air Wick/Scented Oil/Fresh Linen/16/1/ct,62338-02093,062338020938,0.7888,16
Febreze/Air Freshener Spray/Ruby Jasmine/8/6.25/oz,00216-18586,8700216185875,2.365,8
Glade/Aerosol/Sweet Summertime/6/7.3/oz,97981-00457,197981004575,1.21,6
Air Wick/Scented Oil/Paradise Retreat 4pk/5/2.69/oz,62338-01365,062338013657,4.98,5
Glade/Scented Oil Starter Kit/1 Warmer + 1 Refill Clean Linen/5/.67/oz,46500-00382,046500775147,3.152,5
Glade/Scented Oil Starter Kit/1 Warmer + 1 Refill Tropical Blossom/5/.67/oz,46500-01792,046500017926,3.152,5
Glade/Scented Oil Starter Kit/1 Warmer + 1 Refill Hawaiian Breeze/5/.67/oz,46500-00383,046500730993,3.152,5
Glade/Scented Oil Starter Kit/1 Warmer + 1 Refill Aqua Waves/5/.67/oz,46500-02955,046500029554,3.152,5
Air Wick/Scented Oil Starter Kit/1 Warmer + 2 Refill Fresh Watermelon & Berries/3/1.34/oz,62338-02562,062338025629,4.1867,3
Air Wick/Scented Oil Twin Refill/White Lilac 2pk/6/1.34/oz,62338-80095,062338800950,3.7867,6
Air Wick/Scented Oil/Starter Kit 1 Oil 1 Vanilla & Pink Papaya/4/1/ct,62338-49112,062338491127,3.135,4
Febreze/Scented Oil Starter Kit/Machine + Refill Lilac Sunrise/4/.87/oz,30772-21121,030772211212,5.4575,4
Febreze/Air Freshener Spray/Sparkling Bloom/8/6.25/oz,00216-18588,8700216185912,2.365,8
Air Wick/Scented Oil/Apple Cinnamon Medley/16/1/ct,62338-02096,062338020969,0.7888,16
Air Wick/Scented Oil/1 Warmer + 1 Refill .67oz Crisp Linen/6/1/ct,62338-82164,062338805634,3.135,6
Lysol/Spray Disinfectant/Early Morning Breeze /12/19/oz,19200-80834,019200808347,5.365,12
Febreze/Air Freshener Spray/Cotton Fresh/8/6.25/oz,00216-18562,8700216185585,1.98,8
Glade/Aerosol/Watermelon/6/7.3/oz,97981-00469,197981004698,1.21,6
Febreze/Scented Oil Starter Kit/Machine + Refill Gain Original/4/.87/oz,37000-68236,037000901204,5.4575,4
Air Wick/Freshmatic Ultra/Strater Kit Fresh New Day Pet Fresh Cotton/4/1/ct,62338-03296,062338032962,7.5,4
Glade/Aerosol/Orrchid Blossom/6/7.3/oz,97981-00415,197981004155,1.21,6
Air Wick/Freshmatic Ultra Refill/Sparkling Citrus/6/6.34/oz,62338-77965,062338779652,2.5,6
Febreze/Fabric Refresher/Gain Island Fresh/6/14.8/oz,30772-10507,030772089378,3.5183,6
Febreze/Fabric Refresher/Gain Original/8/14.8/oz,30772-08938,030772089385,3.5213,8
Air Wick/Scented Oil/Gadget/6/1/ct,62338-78046,062338780467,1.3583,6
Glade/Aerosol/Apple Cinnamon/6/7.3/oz,97981-00471,197981004711,1.21,6
Glade/Aerosol/Cozy Vanilla/6/7.3/oz,97981-00468,197981004681,1.21,6
Febreze/Air Effects/Southern Lilac Mornings/6/8.8/oz,30772-11427,030772114278,2.735,6
Febreze/Air Effects/Gain Island Fresh Scent/6/8.8/oz,37000-96253,037000962533,2.735,6
Febreze/Scented Oil Warmer Device//4/1/ct,37000-68232,037000769859,3.0475,4
Glade/Aerosol/Hawaiian Breeze/6/7.3/oz,97981-00477,197981004773,1.21,6
Glade/Aerosol/Clean Linen/6/7.3/oz,97981-00474,197981004742,1.21,6
Febreze/Air Freshener Spray/Baked Apples/6/8.8/oz,30772-03174,030772031742,2.735,6
Air Wick/Freshmatic Ultra Refill/Pet Fresh Cotton/6/6.17/oz,62338-00175,062338001753,2.5,6
Febreze/Scented Oil Starter Kit/Warmer + Refill Ocean/4/.87/oz,37000-81963,037000508762,5.4575,4
Lysol/Spray Disinfectant/Crisp Linen/12/12.5/oz,19200-74186,019200741866,3.49,12
Febreze/Scented Oil Starter Kit/Warmer + Refill Light Bamboo/4/.87/oz,37000-64080,037000640806,5.4575,4
Air Wick/Freshmatic Ultra Refill/Vanilla Passion/6/6.34/oz,62338-80579,062338805795,2.5,6
Febreze/Air Freshener Spray/White Jasmine/8/6.25/oz,00216-18580,8700216185783,1.98,8
Febreze/Air Freshener Spray/Hawaiian Aloha 2pk/3/8.8/oz,30772-17390,037000780120,5.47,3
Air Wick/Scented Oil Twin Refill/Hawaii Exotic Papaya & Hibiscus Flower 2pk/6/1.34/oz,62338-95501,062338851754,3.7867,6
Air Wick/Scented Oil Twin Refill/Vibrant Lush Forest & Mountain Air 2pk/6/1.34/oz,62338-01432,062338034638,3.7867,6
Lysol/Spray Disinfectant/Crisp Linen i/12/19/oz,19200-79329,019200793292,5.365,12
Air Wick/Scented Oil/White Flowers & Melon Summer Delights 4pk/5/2.69/oz,62338-01366,062338013664,4.98,5
Air Wick/Freshmatic Ultra Refill/Bali Ocean Air/6/6.17/oz,62338-00640,062338006406,2.5,6
Febreze/Air Effects/Refresh & Energize/6/8.8/oz,30772-15624,030772156247,2.735,6
Febreze/Fabric Refresher/Extra Strength Original/8/14.8/oz,30772-08858,030772088586,3.5213,8
Glade/Aerosol/Sea Waves/6/7.3/oz,97981-00273,197981002731,1.21,6
Febreze/Air Freshener Spray/Fresh Linen/8/6.25/oz,00216-18576,8700216185752,1.98,8
Air Wick/Scented Oil Twin Refill/Fresh Waters 2pk/6/1.34/oz,62338-95498,062338797175,3.7867,6
Febreze/Air Effects/Hawaiian Aloha/6/8.8/oz,37000-96260,037000962601,2.735,6
Febreze/Car Vent Clip/Bora Bora Waters/8/3/ct,30772-09624,030772096246,4.1863,8
Febreze/Air Effects/Romance & Desire/6/8.8/oz,30772-16453,030772164532,2.735,6
Febreze/Air Freshener Spray/Fruity Tropics/8/6.25/oz,00216-18582,8700216185813,1.98,8
Febreze/Air Freshener Spray/Berry & Bramble/6/8.8/oz,37000-90485,037000904854,2.735,6
Air Wick/Freshmatic Ultra Refill/Moutain Breeze/6/6.34/oz,62338-80908,062338809083,2.5,6
Air Wick/Scented Oil/Vibrant Sugarplum & Fig 3pk/6/2.02/oz,62338-01453,062338014531,4.5233,6
Air Wick/Freshmatic Ultra Refill/Lavender Chamomile/6/6.34/oz,62338-77961,062338779614,2.5,6
Glade/Aerosol/Lavender/6/7.3/oz,97981-00453,197981004537,1.21,6
Febreze/Air Freshener Spray/Gold Orchid/8/6.25/oz,00216-18571,8700216185691,1.98,8
Febreze/Air Freshener Spray/Lavender/8/6.25/oz,00216-18609,8700216186063,1.98,8
Febreze/Air Effects/Gain Moonlight Breeze Scent /6/8.8/oz,37000-96250,037000962502,2.735,6
Febreze/Scented Oil/Plug Sweet Watermelon Vine 1ct/8/.87/oz,30772-11426,030772114261,3.6825,8
Febreze/Air Effects/Cherry Blossom/6/8.8/oz,30772-13768,030772137680,2.735,6
Air Wick/Scented Oil Twin Refill/Lavender & Chamomile 2pk/6/1.34/oz,62338-78473,062338784731,3.7867,6
Air Wick/Scented Oil Twin Refill/Cotton & White Lotus 2pk/6/1.34/oz,62338-01062,062338010625,3.7867,6
Air Wick/Diffuser/Essential Mist White/3/1/ct,62338-00531,062338005317,2.0833,3
Glade/Automatic Spray Refill/Embers & Sandalwood/4/6.2/oz,97981-00123,197981001109,2.315,4
Glade/Scented Oil Refill/Orange Zest & Clove/5/5/ct,97981-00161,197981001611,4.98,5
Glade/Scented Oil Refill/Yuzu & White Peach/6/2/ct,46500-04931,046500049316,1.98,6
Air Wick/Essential Mist/Refill Harvest Pumpkin & Spice/6/1/ct,62338-01463,062338009452,1.5667,6
Glade/Automatic Spray Refill/Orange Zest Clove 2pk/3/6.2/oz,97981-00293,197981002939,3.98,3
Fabuloso/Liquid/Passion Fruit/3/169/oz,27854-01039,827854010395,11.55,3
Mr Clean/Display/Magic Eraser 2ct & Liquid 40.6oz/168/1/ct,30772-14713,037000042495030772125373125403125427,3.0757,168
Scrubbing Bubbles/Bathroom Cleaner Refill/Citrus/4/128/oz,54600-00045,054600000458,5.775,4
Fabuloso/Liquid/Lavender/120/169/oz,27854-01132,827854010340,9.99,120
Swiffer/Sweeper/Wet Mopping Refill WGain Scent/6/12/ct,37000-83144,037000830511,5.05,6
Pine-Sol//Lavender/12/28/oz,55500-40289,055500402892,2.6308,12
Fabuloso/Liquid/Anti-Bacterial Lavender/6/48/oz,35000-98573,035000985736,2.4,6
"Mr Clean/Floorstand Display/Cleaner Liquid 8 Meadows & Rain 41oz, Antibac Summer Citrus, Magic Eraser Original 3ct, 12 Extra Durable 2ct/36/1/ct",30772-20853,030772125373125403037000790082042495,2.9444,36
Fabuloso/Mixed  Half Pallet/144 Lavender 72 Lemon/216/56/oz,27854-01290,035000530325470416,2.5247,216
Swiffer/Dry Sweeping Pad/Unscented/8/16/ct,30772-15683,037000318217,5.2138,8
Mr Clean/All Purpose Cleaner/Unstopables Fresh/6/23/oz,30772-16887,030772107218,3.5767,6
Windex/Refill/Blue/6/67.6/oz,19800-00128,019800001285,5.775,6
Swiffer/Dry Sweeping Pad/Lavender/8/16/ct,30772-15684,037000158486,5.2138,8
Mr Clean/All Purpose Cleaner/Gain/6/23/oz,30772-16886,030772107232,3.5767,6
Mr Clean/All Purpose Cleaner/Meadows & Rain/6/23/oz,30772-16888,030772125397,3.5767,6
Fabuloso/Liquid/Passion Fruit/3/169/oz,35000-45816,035000458162,11.55,3
Mr Clean/All Purpose Cleaner/Febreze Watermelon/6/23/oz,30772-22022,030772220221,3.5767,6
Swiffer/Sweeper/Heavy Duty Wet Cloth Refill Gain Original/6/10/ct,30772-15384,030772153840,5.05,6
Comet/Cleanser Powder/Lemon/12/21/oz,10003-44017,810003440174,1.3783,12
Mr Clean/All Purpose Cleaner/Meadows & Rain/4/41/oz,30772-15429,030772107317,5.24,4
Clorox 2/Liquid/Original/4/66/oz,44600-30039,044600300399,11.035,4
Clorox 2/Powder/Dry Citrus Blend/8/26/oz,44600-03899,044600017006,2.0825,8
Mr Clean/All Purpose Cleaner/Lemon/4/176/oz,56100-07597,056100075974,10.7825,4
Mr Clean/All Purpose Cleaner/Febreze Lavender/4/41/oz,30772-15430,030772107294,5.24,4
Mr Clean/All Purpose Cleaner/Gain/4/41/oz,30772-15427,030772107324,5.325,4
Spic and Span/Antibacterial Cleaner Liquid/Everyday Fresh Lavender/6/34/oz,11435-00771,811435007713,1.9883,6
Spic and Span/Antibacterial Cleaner Liquid/Everyday Fresh Lemon/6/34/oz,11435-00772,811435007720,1.9883,6
Mr Clean/All Purpose Cleaner/Unstopables Fresh/4/41/oz,30772-15428,030772107270,5.24,4
Mr Clean/All Purpose Cleaner/Ocean/4/41/oz,30772-22020,030772220207,5.24,4
Mop & Glo/Triple Action/Floor Shine/4/32/oz,00-19200-95825,019200893336,4.4075,4
Pine-Sol//Mandarin Sunrise/12/28/oz,55500-01591,055500015498,2.6308,12
Swiffer/Sweeper/Wet Mopping Refill Lavender Vanilla/6/24/ct,37000-15846,037000158462,9.11,6
Swiffer/Duster Kit 180/1 Handle + 5 Dusters/6/1/ct,37000-11804,037000405092,5.0317,6
Murphy Oil/Soap Liquid//9/32/oz,70481-01163,070481011024,2.9456,9
Mr Clean/All Purpose Cleaner/Hawaiian Aloha/4/41/oz,30772-22023,030772220238,5.24,4
Mr Clean/All Purpose Cleaner/Watermelon/4/41/oz,30772-22019,030772220191,5.24,4
Mr Clean/All Purpose Cleaner/Antibacterial Lemon/4/41/oz,30772-06893,030772068939,5.24,4
Comet/Cleanser Powder/Lavender/12/21/oz,10003-44026,810003440266,1.3783,12
Spic and Span/Antibacterial Cleaner/Citrus Refill/6/34/oz,11435-00773,811435007737,1.9883,6
Fabuloso//Berries/12/33.8/oz,27854-02644,827854026440,1.4992,12
Swiffer/Sweeper/Wet Mopping Refill Lavender Vanilla & Comfort/6/12/ct,37000-96854,037000158455,5.05,6
Lestoil/Heavy Duty Cleaner//12/28/oz,44600-33910,044600339108,4.3708,12
Swiffer/Sweeper/Wet Mopping Refill Open Fresh Window Fresh/6/12/ct,37000-08622,037000351542,5.05,6
Comet/Cleanser/Powder/24/21/oz,10003-44023,810003440235,1.3792,24
Swiffer/Sweeper/Wet Mopping Refill Open Fresh Window Fresh/6/24/ct,37000-35155,037000351559,9.11,6
Lestoil/Heavy Duty Cleaner//8/48/oz,44600-33916,044600339160,6.5713,8
The Pink Stuff/All Purpose Cleaner/Miracle Paste/12/30.1/oz,506003-382112,5060033821114,2.7875,12
Clorox/Disinfecting Wipes Floor Stand/Fresh Scent Citrus/40/35/ct,44600-01645,044600015941015934,2.4,40
Fabuloso/Liquid/Lavender/4/128/oz,35000-53058,035000530585,9.0475,4
Fabuloso//Spring Fresh/6/56/oz,35000-53099,035000530998,2.4,6
Murphy's Oil/Liquid//4/145/oz,27854-00985,827854009856,10.1525,4
Windex/Pro Refill/Blue/4/128/oz,19800-70759,019800707590,8.9425,4
Clorox/Disinfecting Wipes/Fresh Scent/12/50/ct,44600-60740,044600607405,3.1558,12
Fabuloso/All Purpose Cleaner/Watermelon/3/169/oz,27854-02441,827854024415,9.4467,3
Pine-Sol/Liquid/Mandarin Sunrise/8/48/oz,55500-01480,055500014804,3.6825,8
Soft Scrub/Cleaner/Bleach/8/24/oz,23400-07222,023400016020,3.3662,8
Lysol/Disinfecting Wipes/Lemon & Lime Blossom 4pk/3/80/ct,19200-90641,019200837040,12.54,3
Fabuloso//Lavender/6/56/oz,35000-97758,035000977588,2.4,6
Pine-Sol/Liquid/Lavender/8/48/oz,55500-40290,055500402908,3.6825,8
Fabuloso//Spring Fresh/6/56/oz,27854-01038,827854010388,2.4,6
Ajax/Cleanser/Regular/12/21/oz,27854-00950,827854009504,1.2,12
Mr Clean/All Purpose Cleaner/Lemon 2x/9/23/oz,30772-11292,030772112922,3.7144,9
Soft Scrub/Cleaner/Lemon/8/24/oz,23400-07224,023400008650,3.3662,8
Pine-Sol/Liquid/Lemon/8/48/oz,55500-50225,055500502257,3.6825,8
Fabuloso//Lemon/6/56/oz,35000-47041,035000470416,2.4,6
Ajax/Multi Purpose Cleaner/Orange/24/16.9/oz,35000-96907,035000969071,0.65,24
Fabuloso//Passion Fruits/24/16.9/oz,35000-53115,035000531155,1.0413,24
Fabuloso//Citrus & Fruits/24/16.9/oz,27854-02336,827854023364,1.0413,24
Fabuloso//Mint/12/33.8/oz,27854-02639,827854026396,1.4992,12
Fabuloso//Lavender/6/56/oz,35000-53032,3500053032,2.4,6
Fabuloso/Liquid/Pineapple/6/56/oz,27854-02612,827854026129,2.4,6
Drano/Liquid/Drain Cleaner/6/80/oz,19800-70217,019800702175,5.2383,6
Lysol/Bathroom Cleaner/Foamer Power Limescale Remover Atlantic Fresh/12/32/oz,19200-95816,019200958165,3.5767,12
Clorox/Toilet Bowl Cleaner/Rain Clean 2pk/6/24/oz,44600-30924,044600002736,5.5167,6
Clorox/Toilet Bowl Cleaner/Fresh Scent/12/24/oz,44600-00933,044600009339,2.7583,12
Lysol/Toilet Bowl/Action Gel Spring Waterfall/9/24/oz,19200-95858,019200958582,2.0833,9
Clorox/Toilet Bowl Cleaner/Ocean Mist Scent 2pk/6/24/oz,44600-30922,044600306278,5.5167,6
Drano/Foaming Liquid//8/17/oz,19800-14768,019800127381,5.2862,8
Lysol/Toilet Bowl Cleaner/Brand New Day Bamboo 2pk/4/24/oz,19200-62016,019200620161,4.1875,4
Clorox/Toilet Bowl Cleaner/Crisp Lemon/12/24/oz,44600-31664,044600316642,2.7583,12
Lysol/Toilet Bowl Cleaner/Power Fresh Clean 2pk/4/24/oz,19200-56232,019200562324,4.1875,4
Clorox/Toilet Bowl Cleaner/Rain Clean/12/24/oz,44600-00938,044600009384,2.7583,12
Clorox/Toilet Bowl Cleaner/Bleach Gel Ocean Mist Scent/12/24/oz,44600-30620,044600306193,2.7583,12
Clorox/Toilet Bowl Cleaner/Tough Stain/12/24/oz,44600-00275,044600002750,2.7583,12
Lysol/Toilet Bowl Cleaner/Power & Free/9/24/oz,19200-98011,019200850209,2.0833,9
Drano/Liquid/Regular/12/32/oz,19800-00116,019800001162,2.63,12
Lysol/Toilet Bowl Cleaner/Brand New Day Lavender & Cotton Blossom/9/24/oz,19200-56251,019200562515,2.0833,9
Drano/Max Gel Clog Remover//12/32/oz,19800-00117,019800001179,3.945,12
Lysol/Automatic Toilet Bowl Cleaner/Hygienic Atlantic Fresh/4/2/ct,19200-85750,019200837217,2.8925,4
"Palmolive/Display Ultra Dish/Original 15pcs, Peach 10pcs, Lemon 10pcs, Watermelon 10pcs/45/20/oz",27854-02432,035000451187827854013877022503021001,1.8936,45
Ajax/Dish/Fabuloso Lavender/20/12.4/oz,27854-01114,827854011149,1.1565,20
Cascade/Action Pacs/Complete Lemon/4/27/ct,30772-08170,037000880530,4.1875,4
Ajax/Dish/Grapefruit/20/12.4/oz,27854-00746,827854007463,1.1565,20
Palmolive/Ultra/Winter Pine/9/20/oz,27854-01688,827854016885,1.6,9
Dawn/Dish Liquid/Professional Pot and Pan Lemon/8/38/oz,37000-45113,037000451136,6.0913,8
Ajax/Dish/Salt Citrus/20/12.4/oz,27854-00748,827854007487,1.1565,20
Dawn/Dish Liquid/Platinum Refreshing Rain/8/37.8/oz,30772-00322,030772003220,5.2388,8
Dawn/Dish Liquid/Ultra Strawberry Fields/8/38/oz,30772-22492,030772224922,6.0913,8
Dawn/Ultra/Original/6/67/oz,30772-19508,030772191880,10.4667,6
Palmolive//Orange/9/28/oz,58000-31285,058000312852,2.0456,9
Dawn/Dish Liquid/Ultra Apple Blossom/8/38/oz,30772-20711,030772207116,6.0913,8
Dawn/Dish Liquid/Professional Pot and Pan Original/8/38/oz,37000-45112,037000451129,6.0913,8
Cascade/Action Pacs/Platinum Plus Fresh/6/9/ct,30772-13390,03077213390380774611,1.8417,6
Palmolive/Ultra/Pure & Clear/9/20/oz,35000-46026,035000460264,2.2089,9
Ajax/Dish Liquid/Tropical Lime Twist/9/28/oz,35000-44676,035000446763,2.2444,9
Ajax//Triple Action Orange/6/52/oz,35000-49860,035000498601,3.6817,6
Palmolive/Dish Liquid/Lemon Zest/4/145/oz,27854-00723,827854007234,8.93,4
Ajax//Ruby Red Grapefruit/6/52/oz,35000-49862,035000498625,3.6817,6
Ajax//Watermelon/6/52/oz,27854-02030,827854020318,3.6817,6
Palmolive/Ultra/Anti Bac Orange/9/20/oz,58000-14027,058000140271,2.2089,9
Dawn/Ultra/Platinum/12/8/oz,30772-12450,030772124505,1.39,12
Palmolive/Ultra/Lavender/9/20/oz,35000-45043,035000450432,2.2089,9
Ajax//Lime with Bleach Alternative/6/52/oz,35000-49863,035000498632,3.6817,6
Palmolive/Dish Liquid/Original/4/145/oz,27854-00724,827854007241,8.93,4
Palmolive/Dish Liquid Ultra/Warm Spice/6/20/oz,27854-02634,827854022503,2.1,6
Palmolive/Dish Liquid/Salt & Citrus Clean Scent/4/145/oz,27854-00721,827854007210,8.93,4
Dawn/Ultra/EZ Squeeze Original/8/14.7/oz,30772-00206,030772002063,2.735,8
Palmolive/Dish Liquid/Berry Splash/6/40/oz,27854-02269,827854022695,3.63,6
Palmolive/Ultra/Original/9/20/oz,35000-45118,035000451187,2.2089,9
Palmolive/Dish Liquid/Orange/4/145/oz,27854-00720,827854007203,8.93,4
Ajax/Dish/Lemon/20/12.4/oz,27854-00714,827854007142,1.1565,20
Dawn/Ultra/Ez Squeeze Original/8/22/oz,30772-00208,030772002087,3.6825,8
Palmolive//Clean Lavender/9/28/oz,27854-01102,827854011026,2.0456,9
Dawn/Dish Liquid/Ultra Original/8/38/oz,30772-01301,030772011584,6.0488,8
Finish/Dish Detergent Tabs/Powerball Fresh Scent/4/43/ct,51700-99670,051700996704,4.7225,4
Palmolive//Salt & Citrus Clean Scent/9/28/oz,27854-00730,827854007302,2.0456,9
Palmolive//Lemon/9/28/oz,58000-31279,058000312791,2.0456,9
Palmolive/Ultra/Original/6/42.5/oz,27854-01421,827854014218,3.5,6
Palmolive/Ultra/Ultra Strength Original/16/9.7/oz,27854-00764,035000002051,1.1781,16
Ajax/Dish Liquid/Orange/4/145/oz,27854-00934,827854009344,8.195,4
Dawn/Dish Liquid/Ultra Apple Blossom/10/18/oz,30772-20704,030772207048,3.04,10
Ajax//Lemon/4/90/oz,35000-49110,035000491107,5.55,4
Ajax/Cleanser Powder/Lemon/12/21/oz,27854-02976,827854029762,1.2,12
Ajax/Dish Liquid/Lemon/4/145/oz,27854-02300,827854023005,8.195,4
Ajax//Lemon/6/52/oz,35000-49861,035000498618,3.6817,6
Dawn/Dish Liquid/Ultra Platinum Advanced Fresh Scent/6/90/oz,37000-94941,037000949411,11.5717,6
Ajax//Orange/4/90/oz,35000-49874,035000498748,5.55,4
Ajax//Lime/4/90/oz,35000-45225,035000452252,5.55,4
Dermassage/Dish Liquid /Original/20/12.4/oz,27854-01208,827854012085,0.789,20
Palmolive/Ultra/Peach Blossom/9/20/oz,27854-01387,827854013877,1.6,9
Palmolive//Essential Clean Berry Splash 2pk/6/28/oz,27854-02367,827854023678,3.7867,6
Palmolive//Original/9/28/oz,58000-14287,035000463036,2.0456,9
Palmolive/Ultra/Oxy Power Degreaser/6/42.5/oz,27854-01407,827854014072,3.5,6
Ajax/Dish/Watermelon/16/10/oz,27854-02571,03500000217403521704,0.8313,16
Palmolive//Original/20/15.2/oz,27854-01538,827854015383,1.065,20
Dawn/Dish Liquid/Ultra Original/10/18/oz,30772-09403,030772094037,3.04,10
Ajax//Orange CA/6/52/oz,27854-02946,827854029465,3.6817,6
Palmolive/Ultra/Gingerbread/9/20/oz,27854-01687,827854016878,1.6,9
Dawn/Dish Liquid/Ultra Original/12/7.5/oz,30772-08285,030772081242,1.39,12
Ajax//Fabuloso Lavender/6/52/oz,27854-01269,827854012696,3.6817,6
Palmolive//Original/4/90/oz,35000-46157,035000461575,6.625,4
Ajax/Dish Liquid/Lemon 2pk/6/28/oz,27854-00980,827854009801035000446732,3.6,6
