Item,SKU,UPC,Unit Cost,Case Size
Raid/Fast Kill Ant & Roach/Unscented/12/17.5/oz,46500-11717,046500117176,3.6717,12
D-CON/Bait Station/Mouse Bait Pellet Bags/6/8/oz,19200-99875,019200998758,5.2383,6
Combat/Roach Killing/Gel/12/30/gr,23400-05452,023400519637,5.4775,12
Raid/Insect Killer Spray/Foaming Bed Bug/6/16.5/oz,46500-00834,046500007903,7.3533,6
Combat/Roach Killing/Gel/12/60/gr,23400-05455,023400519606,6.8275,12
Off/Insect Repellent Spray/Clean Feel Fragrance Free/12/5/oz,46500-04399,046500043994,2.49,12
Cottonelle/Flushable Wet Wipes Floorstand Display/Fresh Care/20/168/ct,36000-35975,036000103588,4.9335,20
Charmin/Ultra Soft/Mega Roll 9pk/4/224/ct,30772-17741,030772177419,10.3,4
Kirkland/Bath Tissue/Soft & Absorbent 6pk/5/380/sh,96619-92665,096619960095,5.05,5
Scott/Regular/ 12pk/4/1000/ct,54000-10060,054000100604,13.14,4
Cottonelle/Flushable Wipes/Fragrance Free/12/42/ct,36000-56655,036000566550,1.0308,12
Scott/Comfort Plus/Regular Roll 4pk/12/116/ct,54000-50617,054000506178,1.03,12
Charmin/Jumbo/Ultra Soft 6pk/5/200/ct,30772-22970,030772229699,5.386,5
Cottonelle/Flushable Wet Wipes/GentlePlus Aloe & Vitamin E/2/168/ct,36000-56126,036000489897,4.935,2
Cottonelle/Flushable Wet Wipes/Fresh Care 2pk/8/42/ct,36000-40646,036000406467,3.145,8
Scott/Regular/ 4pk/12/1000/ct,54000-10183,054000101830,4.4183,12
Charmin/Essentials Soft/Mega Roll 6pk/3/330/ct,30772-04537,030772045374,5.19,3
Charmin/Essentials Strong/Mega Roll 6pk/3/429/ct,30772-04515,030772045152,5.19,3
Marcal Pride/Bath Paper//20/1000/sh,43032-03408,043032034087,0.752,20
Scott/Bath Paper//36/1000/sh,54000-12334,054000200427,0.7914,36
Kleenex/Facial Tissue/On the Go Perfect Fit 2ply 2pk/12/50/ct,36000-52968,036000529685,2.6192,12
Kleenex/Tissue/On The Go 3ply 3pk/28/10/sh,36000-56665,036000119770,0.7257,28
Cottonelle/Flushable Wet Wipes/Fragrance Free FlipTop 2pk/8/42/ct,36000-56656,036000566567,3.145,8
Kleenex/Facial Tissue Display/Flat Box/72/160/ct,36000-54574,036000542660,1.5,72
Kleenex//White/10/230/ct,36000-37470,036000374575,2.5,10
Kleenex/Facial Tissues/Perfect Fit Canisters 2Ply 2pk/12/50/ct,36000-58697,036000586978,2.6192,12
Bounty/Napkins/White/4/200/ct,37000-50044,037000348856,3.5775,4
Vanity Fair/Napkins/Everyday/6/110/ct,42000-35601,042000356015,2.0517,6
Kirkland/Towel/Create-A-Size 2ply/12/160/sh,96619-03188,096619858125,2.2,12
Bounty//Select A Size White/12/93/sh,30772-19023,030772191477,2.1567,12
Solo/Plastic Plates/Squared 9in/32/20/ct,41165-03078,041165022001,3.135,32
Solo/Plastic Bowls/Squared 20oz/10/22/ct,41165-17130,041165025156,3.135,10
Solo/Plastic Plates/Squared 10in/16/15/ct,41165-17157,041165022209,3.135,16
"Dine Away/Premium Plastic Plates/7""/8/100/ct",00686-92112,600686921059,3.94,8
"Dine Away/Premium Plastic Plates/10""/10/40/ct",14367-35388,714367353890,3.135,10
"Dine Away/Premium Plastic Plates/10""/4/70/ct",14367-35390,714367353913,7.88,4
"Dine Away/Premium Plastic Plates/7""/20/50/ct",14367-35099,714367351001,1.5675,20
Dine Away/Plastic Cups/Clear 7oz/12/100/ct,00686-92110,600686921073,1.9458,12
"Dine Away/Premium Plastic Plates/9""/10/50/ct",14367-35097,714367350981,3.135,10
"Dine Away/Premium Plastic Plates/9""/4/100/ct",00686-92113,600686921042,7.88,4
Glad/Zipper Bags Freezer/Gallon/12/15/ct,12587-57034,012587570340,1.7075,12
Glad/Zipper Bags/Sandwich/12/50/ct,12587-57263,012587572634,1.55,12
Glad/Zipper Bags Storage/Quart/12/25/ct,12587-55052,012587550526,1.7075,12
Glad/Zipper Bags Freezer/Quart/12/20/ct,12587-57035,012587570357,1.7075,12
Glad/Sandwich Bags//12/180/ct,12587-60771,012587001806,1.6833,12
Ditto/Sandwich Bag (Compare To Ziploc)//9/150/ct,14367-35369,714367353708,1.7,9
Glad/Zipper Bags Storage/Gallon/12/20/ct,12587-55050,012587550502,1.7075,12
Ziploc/Storage Bag/Slider Gallon/12/18/ct,25700-01354,025700013549000,2.7875,12
Ziploc/Storage Bag/Slider Quart/12/22/ct,25700-01355,025700013556000,2.7875,12
Ditto/Freezer Bag (Compare To Ziploc)/Quart/9/38/ct,14367-35361,714367353623,1.7,9
Ditto/Storage Bag (Compare To Ziploc)/Gallon/9/38/ct,14367-35367,714367353685,1.7,9
Ditto/Storage Bag (Compare To Ziploc)/Quart/9/48/ct,14367-35365,714367353661,1.7,9
Ditto/Freezer Bag (Compare To Ziploc)/Gallon/9/28/ct,14367-35363,714367353647,1.7,9
Kiwi/Shoe Polish/Instant Self Shine Neutral/6/2.5/oz,00204-65971,5000204658156,2.0833,6
Scotch/Transparent Tape Floorstand Display/.75in x 250in/144/2/ct,51141-91376,051141906676,1.2,144
Scotch/Transparent Tape/.75in x 300in/72/3/ct,51131-91166,051131790421,1.2097,72
Mead/Spiral Notebook/Five Star College Ruled 5 Subject Assorted Colors/6/200/sh,43100-06208,043100062080,3.6717,6
"Mondo Llama/Tabletop Easel Set/12 Chalks, 2 Brush Washers, 1 Easel, 1 Eraser, 1 Clip, 1 Paper Roll 16ft, 1 Double Sided Board/2/1/ct",90812-28968,6935249990161,7.5,2
Krazy/Glue/2gr./48/1/ct,70158-53005,070158000054,0.7887,48
Duracell/Plus/D/10/2/ct,000394-141995,5000394141988,2.83,10
Energizer/Max Battery/AA/24/4/ct,39800-09094,039800011329,1.7779,24
Duracell USA/Coppertop/AAA/18/4/pk,41333-01461,041333424019,3.3661,18
Duracell USA/Coppertop/AAA/18/2/pk,41333-15161,041333224015,1.9461,18
Duracell USA/Coppertop/AA/14/4/pk,41333-00961,041333415017,3.3557,14
Kirkland Signature/Battery/AAA Alkaline/18/48/ct,96619-00664,096619006649,9.98,18
Kirkland Signature/Battery/AA Alkaline/14/48/ct,96619-00666,096619006663,9.98,14
Duracell USA/Coppertop/AA/14/2/pk,41333-08761,041333215013,1.9779,14
Duracell USA/Coppertop/9V/12/1/pk,41333-08861,041333116013,3.4608,12
Energizer/Baterries/Max AAA/12/16/ct,39800-10811,039800108111,6.0908,12
Duracell USA/Coppertop/D/6/2/pk,41333-08561,041333213019,3.4617,6
Energizer/Baterries/Max AA/12/16/ct,39800-10803,039800108036,6.0908,12
Duracell USA/Coppertop/C/8/2/pk,41333-08661,041333214016,3.4613,8
"Halls/Cough Drops Display/24 Honey Lemon, 24 Cherry & 24 Menthol Lyptus/72/30/ct",12546-00401,312546628694627499629363,1.315,72
Ferrero Rocher/Chocolate Bar/Pecan & Hazelnut/16/3.1/oz,09800-12557,009800125210,3.1594,16
Ricola/Cough Drops/Max Swiss Cherry/36/34/ct,36602-03059,036602030596,1.25,36
Excedrin//Dispenser/25/2/ct,55708-01864,655708018644,0.3156,25
Tylenol/Extra Strength/Caplets/50/2/ct,00450-44910,300450449108,0.2786,50
Vicks Nyquil/Liquidcaps//32/2/ct,23900-04836,20323900048366,1.1313,32
Tylenol/Dispenser/Cold & Flu/20/2/ct,15556-02043,815556020439,0.4765,20
Vicks Zzzquil/Tablet//32/1/ct,23900-03159,323900031517,0.9678,32
Pepto Bismol/Liquid/Original Flavor/12/3.4/oz,01490-00186,301490001868,2.25,12
Pepcid/Complete/Tablets/25/1/ct,15556-02109,815556021092,0.412,25
Vicks Nyquil/Syrup/Cherry/12/8/oz,23900-01425,323900014251,9.1425,12
Tylenol/Dispenser/Severe Sinus/20/2/ct,15556-02042,815556020330,0.4765,20
Vicks Nyquil/Syrup/Original/12/8/oz,23900-01424,323900014244,9.1425,12
Blistex/Lip Medex/ 1pk/48/.25/oz,41388-10486,04138891,1.1727,48
Benadryl/Allergy/Tablets/20/2/ct,155566-02041,815556020415,0.437,20
Claritin//24 Hour Non Drowzy Relief/20/1/ct,15556-02005,815556020057,1.179,20
Trojan/Condoms/Magnum Box/40/1/ct,15556-02013,815556020132,0.4317,40
Trojan/Condom/Purple Her Pleasure/6/3/ct,22600-97320,022600973201,1.6833,6
Andrew Salts/Instant Relief/Original/50/1/ct,794640-172892,77946401728922,0.3004,50
Trojan/Condom/Ultra Thin/6/3/ct,61700-92651,061700926519,1.6833,6
Trojan/Condom/Magnum Thin/6/3/ct,22600-64603,022600646037,1.9667,6
Trojan/Condom/Magnum Ribbed/6/3/ct,22600-64208,022600642084,1.8517,6
Trojan/Condom/Ultra Ribbed/6/3/ct,22600-94050,022600940500,1.6833,6
Trojan/Condom/Magnum Original/6/3/ct,61700-91220,061700912208,1.6833,6
Trojan/Condom/Ultra Thin/6/3/ct,22600-92620,022600926207,1.6833,6
Trojan/Condom/Lubricated/6/3/ct,61700-93050,061700930509,1.165,6
Trojan/Condom/Black Magnum/6/3/ct,22600-64203,022600642039,1.6833,6
