Item,SKU,UPC,Unit Cost,Case Size
Purell/Hand Sanitzer Fish Bowl/Refreshing Flip-Cap/36/1/oz,73852-01333,073852013337,0.9022,36
Rite Aid/Cotton Swabs//48/50/ct,11822-16450,011822164504,0.6206,48
Purell/Hand Sanitizer Pump/Refreshing Gel/12/8/oz,73852-09652,073852096521,2.9983,12
Purell/Hand Sanitizer Pump/Soothing Gel/12/8/oz,73852-00939,073852009392,2.9983,12
Q-Tips///12/375/ct,05210-32472,305215163282,3.0508,12
Purell/Hand Sanitizer/Refreshing Gel Pump/4/24/oz,73852-29355,073852293555,5.685,4
Swan/Alcohol/99% Clear/12/16/oz,08691-20610,308691206108,2.9983,12
Purell/Hand Sanitizer Pump/Naturals/12/8/oz,73852-07765,073852077650,2.9983,12
Swan/Alcohol/50% Wintergreen/12/16/oz,79068-00310,079068003100,1.5675,12
Swan/Citrate Of Magnesia/Low Sodium Cherry/6/10/oz,72785-91926,072785143890000,2.2933,6
