ASIN,UPC,Description,Cost,Sell Price,Seller Count,Amazon Present %,Amazon Is Buybox,Monthly Sold (Keepa),BSR,Category,Title
B0058VT8YU,0857198108632,MINI GLASS JAR PDQ DISPLAY (6),0.0625,23.62,3,88.3,False,0,426412,Jars,"Home Basics Multi-Purpose 8 oz. Rippled Glass Mini Pantry Storage Jar with Dome Lid, Clear"
B00M34O19C,0886466011398,ESSENCE 2PC SALT SET BEEHIVE COLOR GIFT BOX,3.0,12.97,19,95.9,False,0,397890,Salt & Pepper Shaker Sets,"Beehive-Style Glass Salt and Pepper Shakers (Silver), By Home Basics | 2 Piece Shakers for Salt, Pepper, Cumin, Cinnamon, Paprika, and More | Easy Screw On Lids"
B00PG6M58I,0886466441546,4PC CERAMIC CANISTER SET W/SPOON,10.0,39.99,33,90.4,False,0,44144,Food Jars & Canisters,"Canister Sets For The Kitchen (4 Piece Set) White, High Gloss Ceramic | By Home Basics | Decorative| With Wooden Spoons, Countertop Set For Flour, Sugar, Coffee, and Snacks"
B00PG6M5BK,0886466441539,CS47190,10.0,44.99,22,85.9,False,0,46950,Food Jars & Canisters,"Canister Sets For The Kitchen (4 Piece Set) Black, High Gloss Ceramic By Home Basics Decorative Kitchen Set With Wooden Spoons, Countertop Set For Flour, Sugar, Coffee, and Snacks"
B0761W7JYW,0886466443106,OV39859,4.0,17.99,3,96.8,False,0,498924,Bottles,"Oil and Vinegar Dispenser Set by Home Basics | Brushed Stainless Steel & Glass Containers with Anti-Drip Spout Lid | Easy Refill with Screw Tops | Labeling in Script ""Oil"" & ""Vinegar"""
B07HKPBM9Y,0886466478412,DOUBLE CEREAL DISPENSER COLOR GIFT BOX,2.0,15.0,9,94.5,False,0,331500,Food Dispensers,"Cereal Dispenser Countertop, By Home Basics (White) | Plastic Cereal Dispenser For Pantry, With Twist-Knob | Perfect For Cereal, Candy, Pasta, Rice, and Pet Food"
B09HR57RRT,0886466371539,SC37154,0.5417,16.56,2,97.9,False,0,302546,Container Sets,Home Basics Airtight Food Container | Powerful Air Tight Locking System | Rounded Corner | Sturdy Plastic and Silicone | Great for Liquids | Great for Lunches and Leftovers | (42 oz)
B09HR739G6,0886466371522,SC37153,0.4167,19.99,2,98.3,False,0,302546,Container Sets,Home Basics Airtight Food Container | Powerful Air Tight Locking System | Rounded Corner | Sturdy Plastic and Silicone | Great for Liquids | Great for Lunches and Leftovers | (30 oz)
